RK,TEAM,GMS,TOTAL,AVG,PCT,year,sport
6,Bucks,41,611226,14907,79.6,2015,nba
7,Pistons,41,625917,15266,69.2,2015,nba
8,Kings,41,680049,16586,95.8,2015,nba
9,Pelicans,41,683757,16677,97.0,2015,nba
10,Magic,41,688194,16785,89.1,2015,nba
11,Pacers,41,691434,16864,92.8,2015,nba
12,Suns,41,693862,16923,91.9,2015,nba
13,Nets,41,698529,17037,94.1,2015,nba
14,Hornets,41,704886,17192,90.1,2015,nba
15,Grizzlies,41,710502,17329,95.6,2015,nba
16,Hawks,41,713909,17412,93.0,2015,nba
17,Celtics,41,721350,17593,94.5,2015,nba
18,Thunder,41,746323,18203,100.0,2015,nba
19,Rockets,41,747412,18229,101.0,2015,nba
20,Wizards,41,747796,18238,89.9,2015,nba
21,Spurs,41,762855,18606,100.1,2015,nba
22,Lakers,41,768244,18737,98.3,2015,nba
23,Jazz,41,772059,18830,94.6,2015,nba
24,Clippers,41,785892,19168,100.6,2015,nba
25,Trail Blazers,41,801733,19554,94.0,2015,nba
26,Warriors,41,803436,19596,100.0,2015,nba
27,Heat,41,808223,19712,100.6,2015,nba
28,Raptors,41,809824,19751,99.8,2015,nba
29,NY Knicks,41,812292,19812,100.0,2015,nba
30,Mavericks,41,827702,20187,105.1,2015,nba
31,Cavaliers,41,843042,20562,100.0,2015,nba
32,Bulls,41,875091,21343,102.0,2015,nba
3,Nuggets,41,577898,14095,73.6,2016,nba
4,Timberwolves,41,581178,14175,73.2,2016,nba
5,76ers,41,610121,14881,73.2,2016,nba
6,Nets,41,620142,15125,83.6,2016,nba
7,Bucks,41,621808,15166,81.0,2016,nba
8,Pistons,41,677138,16515,74.8,2016,nba
9,Grizzlies,41,684603,16697,92.2,2016,nba
10,Pelicans,41,688549,16793,97.7,2016,nba
11,Hawks,41,690150,16832,89.9,2016,nba
12,Pacers,41,690733,16847,92.7,2016,nba
13,Suns,41,701405,17107,92.9,2016,nba
14,Kings,41,707526,17256,99.7,2016,nba
15,Hornets,41,716894,17485,91.7,2016,nba
16,Magic,41,719275,17543,93.1,2016,nba
17,Wizards,41,725426,17693,87.3,2016,nba
18,Rockets,41,737244,17981,99.7,2016,nba
19,Thunder,41,746323,18203,100.0,2016,nba
20,Celtics,41,749076,18270,98.1,2016,nba
21,Spurs,41,756445,18449,99.3,2016,nba
22,Lakers,41,778877,18997,99.7,2016,nba
23,Clippers,41,786910,19192,100.7,2016,nba
24,Jazz,41,791489,19304,97.0,2016,nba
25,Trail Blazers,41,794085,19367,99.6,2016,nba
26,Warriors,41,803436,19596,100.0,2016,nba
27,Heat,41,809350,19740,100.7,2016,nba
28,NY Knicks,41,812292,19812,100.0,2016,nba
29,Raptors,41,812863,19825,100.1,2016,nba
30,Mavericks,41,825901,20143,104.9,2016,nba
31,Cavaliers,41,843042,20562,100.0,2016,nba
32,Bulls,41,894659,21820,104.3,2016,nba
3,Nuggets,41,605585,14770,77.1,2017,nba
4,Timberwolves,41,607203,14809,76.5,2017,nba
5,Nets,41,632608,15429,85.2,2017,nba
6,Bucks,41,648952,15828,84.6,2017,nba
7,Hawks,41,654306,15958,85.2,2017,nba
8,Pistons,41,655141,15979,72.4,2017,nba
9,Pelicans,41,663099,16173,94.1,2017,nba
10,Grizzlies,41,677314,16519,91.2,2017,nba
11,Pacers,41,684578,16697,91.9,2017,nba
12,Rockets,41,695903,16973,94.1,2017,nba
13,Wizards,41,697107,17002,83.8,2017,nba
14,Suns,41,708639,17283,93.8,2017,nba
15,76ers,41,710557,17330,85.3,2017,nba
16,Hornets,41,710643,17332,90.9,2017,nba
17,Kings,41,721928,17608,100.6,2017,nba
18,Magic,41,727875,17753,94.2,2017,nba
19,Thunder,41,746323,18203,100.0,2017,nba
20,Spurs,41,755347,18423,99.2,2017,nba
21,Celtics,41,760690,18553,99.6,2017,nba
22,Lakers,41,776917,18949,99.4,2017,nba
23,Clippers,41,782609,19088,100.1,2017,nba
24,Trail Blazers,41,792029,19317,99.4,2017,nba
25,Warriors,41,803436,19596,100.0,2017,nba
26,Heat,41,805400,19643,100.2,2017,nba
27,Jazz,41,806605,19673,98.8,2017,nba
28,NY Knicks,41,810741,19774,99.8,2017,nba
29,Mavericks,41,811366,19789,103.1,2017,nba
30,Raptors,41,813050,19830,100.2,2017,nba
31,Cavaliers,41,843042,20562,100.0,2017,nba
32,Bulls,41,888882,21680,103.6,2017,nba
5,Hawks,41,590769,14409,76.9,2018,nba
6,Nets,41,622278,15556,85.9,2018,nba
7,Grizzlies,41,653863,15947,88.0,2018,nba
8,Pacers,41,658119,16051,88.4,2018,nba
9,Hornets,41,671404,16375,85.8,2018,nba
10,Pelicans,41,673920,16437,95.6,2018,nba
11,Bucks,41,685303,16714,89.3,2018,nba
12,Suns,41,674655,16866,91.6,2018,nba
13,Clippers,41,697812,17019,89.3,2018,nba
14,Timberwolves,41,699308,17056,89.9,2018,nba
15,Nuggets,41,702796,17141,89.5,2018,nba
16,Pistons,41,713945,17413,82.9,2018,nba
17,Kings,41,649571,17555,100.3,2018,nba
18,Magic,41,715728,17893,94.9,2018,nba
19,Rockets,41,716008,17900,99.2,2018,nba
20,Jazz,41,734806,17922,90.0,2018,nba
21,Wizards,41,718946,17973,88.6,2018,nba
22,Thunder,41,746323,18203,100.0,2018,nba
23,Spurs,41,754562,18403,99.0,2018,nba
24,Celtics,41,744960,18624,100.0,2018,nba
25,Lakers,41,776327,18934,99.3,2018,nba
26,NY Knicks,41,792608,19331,97.6,2018,nba
27,Trail Blazers,41,795328,19398,99.8,2018,nba
28,Warriors,41,803436,19596,100.0,2018,nba
29,Heat,41,785250,19631,100.2,2018,nba
30,Mavericks,41,811453,19791,103.1,2018,nba
31,Raptors,41,813431,19839,100.2,2018,nba
32,76ers,41,833503,20329,100.0,2018,nba
33,Cavaliers,41,843042,20562,100.0,2018,nba
34,Bulls,41,851824,20776,99.3,2018,nba
1,Cincinnati,8,394009,49251,75.2,2011,nfl
2,Los Angeles,8,451153,56394,86.3,2011,nfl
3,Tampa Bay,7,396300,56614,86.2,2011,nfl
4,Oakland,8,473938,59242,94.0,2011,nfl
5,Miami,8,487089,60886,81.0,2011,nfl
6,Arizona,8,489455,61181,96.5,2011,nfl
7,Chicago,8,497166,62145,101.0,2011,nfl
8,Jacksonville,8,498655,62331,92.8,2011,nfl
9,Buffalo,7,438864,62694,85.8,2011,nfl
10,Minnesota,8,502529,62816,98.0,2011,nfl
11,Pittsburgh,8,504279,63034,97.0,2011,nfl
12,Detroit,8,509940,63742,98.8,2011,nfl
13,Indianapolis,8,518627,64828,102.9,2011,nfl
14,Los Angeles,8,523143,65392,91.7,2011,nfl
15,Cleveland,8,526874,65859,90.0,2011,nfl
16,Seattle,8,531311,66413,99.1,2011,nfl
17,New England,8,550048,68756,100.0,2011,nfl
18,Atlanta,8,551892,68986,96.8,2011,nfl
19,Tennessee,8,553144,69143,100.0,2011,nfl
20,Philadelphia,8,553152,69144,102.3,2011,nfl
21,San Francisco,8,557856,69732,99.3,2011,nfl
22,Green Bay,8,564097,70512,96.7,2011,nfl
23,Baltimore,8,569792,71224,100.3,2011,nfl
24,Houston,8,571969,71496,100.6,2011,nfl
25,Kansas City,8,576659,72082,93.9,2011,nfl
26,Carolina,8,578342,72292,98.0,2011,nfl
27,New Orleans,8,584336,73042,100.1,2011,nfl
28,Denver,8,602618,75327,99.0,2011,nfl
29,Washington,8,615368,76921,83.9,2011,nfl
30,NY Jets,8,631888,78986,95.7,2011,nfl
31,NY Giants,8,635800,79475,96.3,2011,nfl
32,Dallas,8,684096,85512,106.9,2011,nfl
1,Oakland,8,433732,54216,86.0,2012,nfl
2,Tampa Bay,8,440819,55102,83.9,2012,nfl
3,Los Angeles,7,396925,56703,86.8,2012,nfl
4,Miami,8,459033,57379,76.3,2012,nfl
5,Los Angeles,8,479716,59964,84.1,2012,nfl
6,Minnesota,8,485802,60725,94.7,2012,nfl
7,Arizona,8,487125,60890,96.0,2012,nfl
8,Pittsburgh,8,489135,61141,94.1,2012,nfl
9,Cincinnati,8,489504,61188,93.4,2012,nfl
10,Chicago,8,498633,62329,101.3,2012,nfl
11,Detroit,8,510158,63769,98.9,2012,nfl
12,Buffalo,7,454653,64950,88.9,2012,nfl
13,Jacksonville,8,519872,64984,96.8,2012,nfl
14,Indianapolis,8,521518,65189,103.5,2012,nfl
15,Cleveland,8,533058,66632,91.0,2012,nfl
16,Seattle,8,543570,67946,101.4,2012,nfl
17,Kansas City,8,548070,68508,89.3,2012,nfl
18,New England,8,550044,68755,100.0,2012,nfl
19,Tennessee,8,553144,69143,100.0,2012,nfl
20,Philadelphia,8,553152,69144,102.3,2012,nfl
21,San Francisco,8,557856,69732,99.3,2012,nfl
22,Atlanta,8,560773,70096,98.4,2012,nfl
23,Green Bay,8,564062,70507,96.7,2012,nfl
24,Baltimore,8,570229,71278,100.4,2012,nfl
25,Houston,8,573321,71665,100.9,2012,nfl
26,New Orleans,8,583107,72888,99.9,2012,nfl
27,Carolina,8,586347,73293,99.3,2012,nfl
28,Denver,8,613062,76632,100.7,2012,nfl
29,NY Jets,8,632704,79088,95.9,2012,nfl
30,Washington,8,637236,79654,86.9,2012,nfl
31,NY Giants,8,643964,80495,97.6,2012,nfl
32,Dallas,8,708249,88531,110.7,2012,nfl
1,Oakland,8,403556,50444,80.0,2013,nfl
2,Los Angeles,8,455657,56957,87.2,2013,nfl
3,Pittsburgh,8,458489,57311,88.2,2013,nfl
4,Tampa Bay,8,470548,58818,89.6,2013,nfl
5,Jacksonville,7,419581,59940,89.2,2013,nfl
6,Arizona,8,488271,61033,96.3,2013,nfl
7,Chicago,8,498864,62358,101.4,2013,nfl
8,Cincinnati,8,506377,63297,96.6,2013,nfl
9,Detroit,8,510369,63796,98.9,2013,nfl
10,Minnesota,7,448135,64019,99.8,2013,nfl
11,Los Angeles,8,513641,64205,90.1,2013,nfl
12,Miami,8,514553,64319,85.5,2013,nfl
13,Indianapolis,8,527606,65950,104.7,2013,nfl
14,Buffalo,7,463873,66267,90.7,2013,nfl
15,Seattle,8,545577,68197,101.8,2013,nfl
16,New England,8,550048,68756,100.0,2013,nfl
17,Tennessee,8,553144,69143,100.0,2013,nfl
18,Philadelphia,8,553152,69144,102.3,2013,nfl
19,San Francisco,8,557856,69732,99.3,2013,nfl
20,Atlanta,8,561795,70224,98.6,2013,nfl
21,Baltimore,8,569084,71135,100.2,2013,nfl
22,Cleveland,8,569939,71242,97.3,2013,nfl
23,Houston,8,573271,71658,100.9,2013,nfl
24,New Orleans,8,583210,72901,99.9,2013,nfl
25,Carolina,8,587544,73443,99.5,2013,nfl
26,Kansas City,8,602877,75359,98.2,2013,nfl
27,Denver,8,614977,76872,101.0,2013,nfl
28,NY Jets,8,615656,76957,93.3,2013,nfl
29,Washington,8,617767,77220,84.2,2013,nfl
30,Green Bay,8,623577,77947,106.9,2013,nfl
31,NY Giants,8,641184,80148,97.1,2013,nfl
32,Dallas,8,704345,88043,110.1,2013,nfl
1,Minnesota,8,417906,52238,104.5,2014,nfl
2,Los Angeles,8,456146,57018,87.3,2014,nfl
3,Oakland,8,459333,57416,102.5,2014,nfl
4,Tampa Bay,8,477273,59659,90.9,2014,nfl
5,Cincinnati,8,485628,60703,92.7,2014,nfl
6,Chicago,8,493449,61681,100.3,2014,nfl
7,Arizona,8,495835,61979,97.8,2014,nfl
8,Pittsburgh,8,497811,62226,95.7,2014,nfl
9,Jacksonville,7,440732,62961,93.7,2014,nfl
10,Detroit,8,504198,63024,97.7,2014,nfl
11,Indianapolis,8,523004,65375,103.8,2014,nfl
12,Los Angeles,8,523457,65432,91.8,2014,nfl
13,Cleveland,8,539400,67425,92.1,2014,nfl
14,Buffalo,8,540180,67522,93.8,2014,nfl
15,Seattle,8,547298,68412,99.5,2014,nfl
16,New England,8,550048,68756,100.0,2014,nfl
17,Tennessee,8,553144,69143,100.0,2014,nfl
18,Philadelphia,8,556768,69596,103.0,2014,nfl
19,Miami,8,560280,70035,92.7,2014,nfl
20,Atlanta,7,493515,70502,99.0,2014,nfl
21,San Francisco,8,566192,70774,103.3,2014,nfl
22,Baltimore,8,568353,71044,100.1,2014,nfl
23,Houston,8,574132,71766,101.0,2014,nfl
24,New Orleans,8,584900,73112,100.2,2014,nfl
25,Carolina,8,588861,73607,99.8,2014,nfl
26,Kansas City,8,599743,74967,97.7,2014,nfl
27,Denver,8,615517,76939,101.1,2014,nfl
28,Washington,8,623715,77964,85.0,2014,nfl
29,Green Bay,8,625114,78139,107.1,2014,nfl
30,NY Jets,8,625280,78160,94.7,2014,nfl
31,NY Giants,8,631738,78967,95.7,2014,nfl
32,Dallas,8,720558,90069,112.6,2014,nfl
1,Los Angeles,8,419220,52402,80.2,2015,nfl
2,Minnesota,8,419440,52430,99.8,2015,nfl
3,Oakland,8,436910,54613,86.5,2015,nfl
4,Detroit,8,490782,61347,94.4,2015,nfl
5,Cincinnati,8,491118,61389,93.7,2015,nfl
6,Jacksonville,7,430247,61463,91.5,2015,nfl
7,Tampa Bay,8,492480,61560,93.5,2015,nfl
8,Chicago,8,496287,62035,100.9,2015,nfl
9,Tennessee,8,498435,62304,90.1,2015,nfl
10,Arizona,8,513487,64185,98.7,2015,nfl
11,Pittsburgh,8,514854,64356,98.3,2015,nfl
12,Indianapolis,8,528381,66047,104.8,2015,nfl
13,Cleveland,8,529488,66186,90.4,2015,nfl
14,Los Angeles,8,534180,66772,94.6,2015,nfl
15,New England,8,534632,66829,97.2,2015,nfl
16,Miami,8,537548,67193,102.9,2015,nfl
17,Seattle,8,552162,69020,103.0,2015,nfl
18,Philadelphia,8,555868,69483,102.8,2015,nfl
19,Buffalo,8,559047,69880,95.6,2015,nfl
20,Atlanta,8,562845,70355,98.8,2015,nfl
21,San Francisco,8,566392,70799,103.4,2015,nfl
22,Baltimore,8,568018,71002,100.0,2015,nfl
23,Houston,8,574159,71769,101.0,2015,nfl
24,New Orleans,8,584305,73038,95.5,2015,nfl
25,Carolina,8,592454,74056,100.4,2015,nfl
26,Kansas City,7,518604,74086,96.5,2015,nfl
27,Washington,8,609672,76209,89.7,2015,nfl
28,Denver,8,615381,76922,101.0,2015,nfl
29,NY Jets,8,625280,78160,94.7,2015,nfl
30,Green Bay,8,627308,78413,107.2,2015,nfl
31,NY Giants,8,632011,79001,95.8,2015,nfl
32,Dallas,8,731672,91459,91.5,2015,nfl
1,Oakland,7,382088,54584,86.6,2016,nfl
2,Los Angeles,8,456197,57024,80.0,2016,nfl
3,Chicago,8,482951,60368,98.2,2016,nfl
4,Cincinnati,7,423583,60511,92.4,2016,nfl
5,Tampa Bay,8,484998,60624,92.3,2016,nfl
6,Detroit,8,486342,60792,94.3,2016,nfl
7,Jacksonville,7,433408,61915,92.2,2016,nfl
8,Cleveland,8,514489,64311,87.9,2016,nfl
9,Pittsburgh,8,514503,64312,98.9,2016,nfl
10,Tennessee,8,517273,64659,93.5,2016,nfl
11,Arizona,8,518652,64831,102.3,2016,nfl
12,Miami,8,524101,65512,100.3,2016,nfl
13,Indianapolis,8,524393,65549,104.0,2016,nfl
14,Minnesota,8,534289,66786,91.5,2016,nfl
15,New England,8,534632,66829,97.2,2016,nfl
16,Buffalo,8,548073,68509,93.7,2016,nfl
17,Seattle,8,552588,69073,103.1,2016,nfl
18,Philadelphia,8,556768,69596,103.0,2016,nfl
19,Atlanta,8,559998,69999,98.2,2016,nfl
20,San Francisco,8,561424,70178,102.4,2016,nfl
21,Baltimore,8,568823,71102,100.1,2016,nfl
22,Houston,8,574947,71868,101.1,2016,nfl
23,New Orleans,8,584876,73109,100.2,2016,nfl
24,Kansas City,8,586624,73328,95.5,2016,nfl
25,Carolina,8,590343,73792,100.0,2016,nfl
26,Los Angeles,1,74121,74121,89.8,2016,nfl
27,Denver,8,614193,76774,100.9,2016,nfl
28,NY Jets,8,625280,78160,94.7,2016,nfl
29,Green Bay,8,625727,78215,107.3,2016,nfl
30,Washington,8,626432,78304,85.4,2016,nfl
31,NY Giants,8,630315,78789,95.5,2016,nfl
32,Dallas,8,740318,92539,115.7,2016,nfl
1,Los Angeles,8,202687,25335,-,2017,nfl
2,Cincinnati,8,426207,53275,81.3,2017,nfl
3,Oakland,8,462201,57775,91.5,2017,nfl
4,Tampa Bay,8,479618,59952,91.0,2017,nfl
5,Chicago,8,489137,61142,99.4,2017,nfl
6,Pittsburgh,8,499768,62471,91.3,2017,nfl
7,Los Angeles,8,507136,63392,67.7,2017,nfl
8,Indianapolis,8,507525,63440,100.7,2017,nfl
9,Cleveland,8,511060,63882,87.3,2017,nfl
10,Detroit,8,513100,64137,98.7,2017,nfl
11,Arizona,8,513741,64217,98.8,2017,nfl
12,Jacksonville,8,514427,64303,95.6,2017,nfl
13,Tennessee,8,525214,65651,95.0,2017,nfl
14,New England,8,527024,65878,100.0,2017,nfl
15,Minnesota,8,533769,66721,91.4,2017,nfl
16,Buffalo,8,534200,66775,91.4,2017,nfl
17,Miami,8,541022,67627,103.5,2017,nfl
18,Seattle,8,551809,68976,102.9,2017,nfl
19,Philadelphia,8,556768,69596,100.0,2017,nfl
20,San Francisco,8,561155,70144,102.4,2017,nfl
21,Baltimore,8,564709,70588,99.4,2017,nfl
22,Houston,8,574197,71774,101.0,2017,nfl
23,Atlanta,8,575681,71960,95.9,2017,nfl
24,New Orleans,8,585113,73139,95.6,2017,nfl
25,Carolina,8,588942,73617,99.8,2017,nfl
26,Kansas City,8,592851,74106,97.0,2017,nfl
27,Washington,8,601405,75175,88.4,2017,nfl
28,Denver,8,610846,76355,100.3,2017,nfl
29,NY Giants,8,617434,77179,93.6,2017,nfl
30,NY Jets,8,620496,77562,94.0,2017,nfl
31,Green Bay,8,624742,78092,106.8,2017,nfl
32,Dallas,8,741775,92721,92.7,2017,nfl
1,Los Angeles,8,262145,32768,121.4,2018,nfl
2,Cincinnati,8,406028,50753,77.5,2018,nfl
3,Tampa Bay,8,434855,54356,82.8,2018,nfl
4,Oakland,8,463353,57919,103.4,2018,nfl
5,Indianapolis,8,473598,59199,94.0,2018,nfl
6,Washington,8,488227,61028,74.4,2018,nfl
7,Chicago,8,494525,61815,100.5,2018,nfl
8,Arizona,8,496111,62013,95.4,2018,nfl
9,Detroit,8,502361,62795,97.4,2018,nfl
10,Pittsburgh,8,507651,63456,92.8,2018,nfl
11,Tennessee,8,516161,64520,93.3,2018,nfl
12,Buffalo,8,519695,64961,90.4,2018,nfl
13,Miami,8,524480,65560,101.2,2018,nfl
14,Cleveland,8,526122,65765,97.5,2018,nfl
15,New England,8,527024,65878,100.0,2018,nfl
16,Jacksonville,7,466719,66674,98.3,2018,nfl
17,Minnesota,8,534491,66811,99.9,2018,nfl
18,Seattle,8,552009,69001,100.4,2018,nfl
19,San Francisco,8,553190,69148,100.9,2018,nfl
20,Philadelphia,8,557568,69696,100.1,2018,nfl
21,Baltimore,8,563451,70431,99.2,2018,nfl
22,Houston,8,574439,71804,99.7,2018,nfl
23,Los Angeles,8,579439,72429,77.4,2018,nfl
24,Atlanta,8,583184,72898,97.2,2018,nfl
25,New Orleans,8,584411,73051,100.1,2018,nfl
26,Carolina,8,590182,73772,100.0,2018,nfl
27,Kansas City,8,607780,75972,99.4,2018,nfl
28,Denver,8,611571,76446,100.4,2018,nfl
29,NY Giants,8,615525,76940,93.3,2018,nfl
30,Green Bay,8,622677,77834,95.6,2018,nfl
31,NY Jets,8,623856,77982,94.5,2018,nfl
32,Dallas,8,732958,91619,91.6,2018,nfl
