Player,Season,PER,percentile_per,state
Jeff Teague,2012-13,16.8,79,NC
Antawn Jamison,2010-11,16.8,79,CA
Samuel Dalembert,2013-14,16.8,79,NJ
Kemba Walker,2013-14,16.8,79,KY
Paul Pierce,2013-14,16.8,79,KS
Jamal Crawford,2012-13,16.8,79,MI
Michael Beasley,2013-14,16.8,79,KS
Ramon Sessions,2011-12,16.7,79,NV
Kevin Martin,2014-15,16.7,79,OH
Tobias Harris,2014-15,16.7,79,LA
Jrue Holiday,2012-13,16.7,79,CA
Victor Oladipo,2015-16,16.7,79,IN
Rasheed Wallace,2012-13,16.7,79,CA
Jared Sullinger,2015-16,16.7,79,OH
Andrew Bogut,2010-11,16.7,79,UT
Patrick Patterson,2010-11,16.7,79,KY
Cody Zeller,2016-17,16.7,79,IN
Arnett Moultrie,2012-13,16.7,79,MS
Will Bynum,2012-13,16.6,78,GA
Kawhi Leonard,2011-12,16.6,78,CA
Wilson Chandler,2012-13,16.6,78,IL
George Hill,2012-13,16.6,78,IN
Jason Smith,2011-12,16.6,78,LA
Mitch McGary,2014-15,16.6,78,MI
Mike Dunleavy,2011-12,16.6,78,SC
David West,2016-17,16.6,78,OH
Jamal Crawford,2014-15,16.6,78,MI
Myles Turner,2017-18,16.6,78,TX
Thaddeus Young,2013-14,16.6,78,GA
Wade Baldwin,2017-18,16.6,78,TN
Deyonta Davis,2017-18,16.6,78,MI
Raymond Felton,2010-11,16.6,78,CA
Andrew Wiggins,2015-16,16.5,77,KS
Kyle Lowry,2010-11,16.5,77,PA
Marcus Thornton,2010-11,16.5,77,LA
Hakim Warrick,2010-11,16.5,77,NY
Aaron Gordon,2017-18,16.5,77,AZ
Paul George,2011-12,16.5,77,CA
Brandon Knight,2013-14,16.5,77,CA
Danny Green,2014-15,16.5,77,CA
Gorgui Dieng,2013-14,16.5,77,KY
Tobias Harris,2013-14,16.5,77,LA
Kosta Koufos,2013-14,16.5,77,OH
Kyle O'Quinn,2013-14,16.5,77,VA
Chris Wright,2013-14,16.5,77,OH
Elfrid Payton,2017-18,16.5,77,LA
Delon Wright,2017-18,16.5,77,UT
Steven Adams,2016-17,16.5,77,PA
Draymond Green,2016-17,16.5,77,MI
Gary Harris,2016-17,16.5,77,MI
Andrew Wiggins,2016-17,16.5,77,KS
Gary Harris,2017-18,16.5,77,MI
Kevin Martin,2011-12,16.5,77,OH
Reggie Williams,2013-14,16.4,77,DC
Jordan Clarkson,2017-18,16.4,77,MI
Brook Lopez,2017-18,16.4,77,CA
Emeka Okafor,2017-18,16.4,77,CT
Jeff Teague,2017-18,16.4,77,NC
Damian Lillard,2012-13,16.4,77,UT
Ray Allen,2010-11,16.4,77,FL
Jared Sullinger,2013-14,16.4,77,OH
Gerald Henderson,2012-13,16.4,77,VA
Joe Johnson,2010-11,16.4,77,IA
Christian Wood,2015-16,16.4,77,NV
Jordan Hill,2015-16,16.4,77,AZ
Kawhi Leonard,2012-13,16.4,77,CA
Jason Thompson,2011-12,16.4,77,SC
DeAndre Jordan,2011-12,16.4,77,TX
Draymond Green,2014-15,16.4,77,MI
Carlos Boozer,2014-15,16.4,77,NC
Tyreke Evans,2011-12,16.4,77,TN
James Harden,2010-11,16.4,77,AZ
Tyler Hansbrough,2010-11,16.4,77,CA
Kelly Olynyk,2015-16,16.3,76,WA
Brad Miller,2010-11,16.3,76,IN
Brandon Bass,2014-15,16.3,76,LA
Kevin Martin,2013-14,16.3,76,OH
Mike Scott,2012-13,16.3,76,VA
Harrison Barnes,2016-17,16.3,76,MA
Chandler Parsons,2014-15,16.3,76,FL
Julius Randle,2016-17,16.3,76,KY
Darren Collison,2012-13,16.3,76,CA
Chris Kaman,2012-13,16.3,76,MI
Willie Cauley-Stein,2016-17,16.3,76,KY
Marcus Thornton,2012-13,16.3,76,LA
Greivis Vasquez,2012-13,16.3,76,MD
Nerlens Noel,2017-18,16.2,76,KY
Anthony Randolph,2010-11,16.2,76,LA
Darren Collison,2013-14,16.2,76,CA
Jordan Hill,2014-15,16.2,76,AZ
Hassan Whiteside,2011-12,16.2,76,WV
Charlie Villanueva,2011-12,16.2,76,CT
Marcus Camby,2011-12,16.2,76,MA
Festus Ezeli,2014-15,16.2,76,TN
Jerami Grant,2017-18,16.2,76,NY
Will Barton,2017-18,16.2,76,TN
Robin Lopez,2014-15,16.2,76,CA
Chuck Hayes,2010-11,16.2,76,KY
Nerlens Noel,2015-16,16.2,76,KY
Chandler Parsons,2015-16,16.2,76,FL
Jeremy Evans,2013-14,16.2,76,KY
Gerald Wallace,2010-11,16.2,76,AL
Tobias Harris,2015-16,16.2,76,LA
Jon Leuer,2015-16,16.2,76,WI
Gordon Hayward,2013-14,16.2,76,IN
Terrence Jones,2016-17,16.1,75,KY
Taj Gibson,2014-15,16.1,75,CA
Chauncey Billups,2011-12,16.1,75,CO
Klay Thompson,2017-18,16.1,75,WA
Jamal Murray,2017-18,16.1,75,KY
Buddy Hield,2017-18,16.1,75,OK
Draymond Green,2017-18,16.1,75,MI
Tristan Thompson,2012-13,16.1,75,TX
Wesley Matthews,2014-15,16.1,75,WI
Chris Andersen,2014-15,16.1,75,TX
Cody Zeller,2015-16,16.1,75,IN
Henry Sims,2013-14,16.1,75,DC
Antawn Jamison,2011-12,16.1,75,CA
Greg Smith,2012-13,16.1,75,KY
Emeka Okafor,2010-11,16.0,74,CT
Josh McRoberts,2010-11,16.0,74,NC
Spencer Hawes,2012-13,16.0,74,WA
Kevin Martin,2012-13,16.0,74,OH
Steve Nash,2012-13,16.0,74,CA
Tyler Zeller,2017-18,16.0,74,CA
Tobias Harris,2012-13,16.0,74,LA
Troy Daniels,2013-14,16.0,74,VA
Nick Young,2013-14,16.0,74,CA
Dewayne Dedmon,2016-17,16.0,74,CA
Taj Gibson,2013-14,16.0,74,CA
David West,2014-15,16.0,74,OH
Bernard James,2014-15,16.0,74,FL
Lester Hudson,2014-15,16.0,74,TN
Ramon Sessions,2013-14,16.0,74,NV
Will Barton,2015-16,16.0,74,TN
Arron Afflalo,2013-14,16.0,74,CA
Devin Harris,2011-12,16.0,74,WI
Jarrett Jack,2012-13,15.9,74,GA
Lou Williams,2012-13,15.9,74,FL
Shavlik Randolph,2012-13,15.9,74,NC
Ed Davis,2013-14,15.9,74,CA
Quincy Acy,2012-13,15.9,74,TX
Chandler Parsons,2013-14,15.9,74,FL
Vince Carter,2013-14,15.9,74,CA
Steve Novak,2011-12,15.9,74,WI
Kyle Anderson,2017-18,15.9,74,CA
Richaun Holmes,2015-16,15.9,74,OH
Charlie Villanueva,2010-11,15.9,74,CT
Jason Terry,2010-11,15.9,74,AZ
Nazr Mohammed,2010-11,15.9,74,KY
Roy Hibbert,2010-11,15.9,74,DC
Drew Gooden,2010-11,15.9,74,KS
Mike Conley,2010-11,15.9,74,OH
Brandon Bass,2010-11,15.9,74,LA
Andrew Bogut,2015-16,15.9,74,UT
Darren Collison,2015-16,15.9,74,CA
Jeremy Lamb,2015-16,15.9,74,CT
Gerald Wallace,2011-12,15.9,74,AL
Spencer Dinwiddie,2017-18,15.9,74,CO
Tristan Thompson,2015-16,15.9,74,TX
Tyler Johnson,2016-17,15.9,74,CA
Aron Baynes,2014-15,15.9,74,WA
DeMarre Carroll,2014-15,15.9,74,MI
John Jenkins,2014-15,15.9,74,TN
Victor Oladipo,2014-15,15.9,74,IN
Kelly Olynyk,2014-15,15.9,74,WA
Derrick Rose,2014-15,15.9,74,TN
Brandan Wright,2010-11,15.9,74,CA
Ramon Sessions,2015-16,15.9,74,NV
Cody Zeller,2017-18,15.9,74,IN
Fred VanVleet,2017-18,15.9,74,KS
Reggie Jackson,2017-18,15.9,74,MA
Jeremy Lin,2017-18,15.9,74,MA
Jae Crowder,2015-16,15.8,73,WI
Derrick Favors,2016-17,15.8,73,GA
Jimmer Fredette,2013-14,15.8,73,UT
Alec Burks,2013-14,15.8,73,CO
Trevor Ariza,2013-14,15.8,73,CA
Dewayne Dedmon,2017-18,15.8,73,CA
James Johnson,2017-18,15.8,73,NC
Chris McCullough,2017-18,15.8,73,NY
Harrison Barnes,2017-18,15.8,73,MA
Jordan Hill,2011-12,15.8,73,AZ
Jeff Teague,2011-12,15.8,73,NC
Ed Davis,2010-11,15.8,73,CA
Markieff Morris,2014-15,15.8,73,IL
Marvin Williams,2011-12,15.8,73,AL
Emeka Okafor,2012-13,15.8,73,CT
Richard Hamilton,2010-11,15.8,73,CT
Kyle O'Quinn,2012-13,15.8,73,VA
Andrew Bogut,2014-15,15.8,73,UT
John Wall,2010-11,15.8,73,KY
Corey Maggette,2010-11,15.8,73,NC
Deron Williams,2014-15,15.7,72,IL
Thaddeus Young,2014-15,15.7,72,GA
Trevor Booker,2016-17,15.7,72,SC
Larry Nance,2016-17,15.7,72,SC
Tony Allen,2011-12,15.7,72,OK
Jamal Crawford,2011-12,15.7,72,MI
George Hill,2011-12,15.7,72,IN
Jason Terry,2011-12,15.7,72,AZ
Ivan Johnson,2012-13,15.7,72,OR
John Henson,2017-18,15.7,72,CA
Spencer Hawes,2013-14,15.7,72,WA
Wesley Matthews,2013-14,15.7,72,WI
Andre Miller,2012-13,15.7,72,MI
Darrell Arthur,2010-11,15.7,72,KS
Taj Gibson,2015-16,15.7,72,CA
Chris Kaman,2010-11,15.7,72,MI
Tony Allen,2013-14,15.6,71,OK
Channing Frye,2016-17,15.6,71,AZ
Spencer Hawes,2016-17,15.6,71,WA
Darren Collison,2010-11,15.6,71,CA
Jared Dudley,2010-11,15.6,71,MA
Ryan Anderson,2014-15,15.6,71,CA
Jeremy Lin,2014-15,15.6,71,MA
Khris Middleton,2014-15,15.6,71,TX
Sean Kilpatrick,2015-16,15.6,71,OH
Nate Robinson,2013-14,15.6,71,WA
Tristan Thompson,2014-15,15.6,71,TX
Rudy Gay,2012-13,15.6,71,CT
Anthony Randolph,2012-13,15.6,71,LA
Joakim Noah,2017-18,15.6,71,FL
Luol Deng,2010-11,15.5,71,NC
Michael Beasley,2010-11,15.5,71,KS
Luol Deng,2014-15,15.5,71,NC
Cory Joseph,2014-15,15.5,71,TX
Wesley Matthews,2010-11,15.5,71,WI
Ed Davis,2017-18,15.5,71,CA
DeMarre Carroll,2012-13,15.5,71,MI
Joe Johnson,2013-14,15.5,71,IA
Michael Carter-Williams,2013-14,15.5,71,NY
Gordon Hayward,2011-12,15.5,71,IN
Danny Green,2011-12,15.5,71,CA
MarShon Brooks,2013-14,15.5,71,RI
Steven Adams,2015-16,15.5,71,PA
Bradley Beal,2015-16,15.5,71,FL
Rudy Gay,2015-16,15.5,71,CT
Tyreke Evans,2016-17,15.5,71,TN
Seth Curry,2016-17,15.5,71,NC
Will Barton,2016-17,15.5,71,TN
Matt Barnes,2012-13,15.5,71,RI
Matt Barnes,2011-12,15.5,71,RI
Myles Turner,2015-16,15.4,70,TX
Tyler Zeller,2015-16,15.4,70,CA
Eric Gordon,2012-13,15.4,70,IN
Patrick Beverley,2012-13,15.4,70,AR
Kris Humphries,2014-15,15.4,70,MN
Trevor Booker,2011-12,15.4,70,SC
Craig Smith,2010-11,15.4,70,MA
Reggie Jackson,2013-14,15.4,70,MA
James Jones,2013-14,15.4,70,MA
Tyler Zeller,2013-14,15.4,70,CA
Mike Conley,2017-18,15.4,70,OH
Taj Gibson,2017-18,15.4,70,CA
Shabazz Muhammad,2017-18,15.4,70,CA
Ish Smith,2017-18,15.4,70,NC
Roy Hibbert,2014-15,15.4,70,DC
Jared Dudley,2011-12,15.4,70,MA
Ty Lawson,2016-17,15.4,70,CA
Jameer Nelson,2010-11,15.4,70,PA
Jrue Holiday,2010-11,15.4,70,CA
Rodney Stuckey,2014-15,15.4,70,WA
Mo Williams,2014-15,15.4,70,IN
Joakim Noah,2014-15,15.3,69,FL
Darren Collison,2016-17,15.3,69,CA
John Henson,2016-17,15.3,69,CA
Kelly Olynyk,2016-17,15.3,69,WA
Tristan Thompson,2016-17,15.3,69,TX
Trevor Booker,2014-15,15.3,69,SC
Thomas Robinson,2014-15,15.3,69,KS
Trevor Booker,2010-11,15.3,69,SC
Jordan Mickey,2015-16,15.3,69,LA
Willie Cauley-Stein,2015-16,15.3,69,KY
Jahlil Okafor,2017-18,15.3,69,NC
Rajon Rondo,2017-18,15.3,69,KY
Mike Harris,2013-14,15.3,69,TX
Chris Andersen,2015-16,15.3,69,TX
Mike Scott,2013-14,15.3,69,VA
Rajon Rondo,2013-14,15.3,69,KY
Marreese Speights,2010-11,15.3,69,FL
Tyler Hansbrough,2012-13,15.3,69,CA
Chris Kaman,2011-12,15.3,69,MI
Jon Leuer,2011-12,15.3,69,WI
Delonte West,2011-12,15.3,69,PA
Chandler Parsons,2012-13,15.3,69,FL
Josh Akognon,2012-13,15.3,69,CA
Antawn Jamison,2012-13,15.3,69,CA
Chris Wilcox,2012-13,15.3,69,MD
Jeff Withey,2013-14,15.2,68,KS
Eric Gordon,2017-18,15.2,68,IN
Ekpe Udoh,2017-18,15.2,68,TX
Will Bynum,2010-11,15.2,68,GA
Luol Deng,2013-14,15.2,68,NC
Marreese Speights,2013-14,15.2,68,FL
Kelly Olynyk,2013-14,15.2,68,WA
Joakim Noah,2016-17,15.2,68,FL
Patty Mills,2016-17,15.2,68,LA
Toney Douglas,2010-11,15.2,68,FL
Patrick Patterson,2012-13,15.2,68,KY
Elton Brand,2012-13,15.2,68,NC
Larry Sanders,2014-15,15.2,68,VA
Brandon Rush,2011-12,15.2,68,KS
Jimmy Butler,2012-13,15.2,68,WI
Raymond Felton,2012-13,15.2,68,CA
Chris McCullough,2016-17,15.2,68,NY
Tim Hardaway,2016-17,15.2,68,TX
Andre Iguodala,2012-13,15.2,68,AZ
Shabazz Muhammad,2015-16,15.2,68,CA
Paul Pierce,2014-15,15.2,68,KS
Robin Lopez,2011-12,15.2,68,CA
Kosta Koufos,2015-16,15.1,68,OH
Luol Deng,2012-13,15.1,68,NC
Dejounte Murray,2017-18,15.1,68,WA
Andrew Nicholson,2012-13,15.1,68,NY
Christian Wood,2016-17,15.1,68,NV
Troy Williams,2017-18,15.1,68,SC
Terry Rozier,2017-18,15.1,68,KY
Mike Scott,2014-15,15.1,68,VA
Michael Kidd-Gilchrist,2014-15,15.1,68,KY
Emeka Okafor,2011-12,15.1,68,CT
Tayshaun Prince,2010-11,15.1,68,KY
Etan Thomas,2010-11,15.1,68,NY
Tarik Black,2016-17,15.0,67,KS
Taj Gibson,2016-17,15.0,67,CA
Alex Len,2016-17,15.0,67,MD
Khris Middleton,2016-17,15.0,67,TX
Delon Wright,2016-17,15.0,67,UT
Brandon Bass,2013-14,15.0,67,LA
Leon Powe,2010-11,15.0,67,CA
Dwyane Wade,2017-18,15.0,67,WI
Mo Williams,2011-12,15.0,67,IN
Shawn Marion,2011-12,15.0,67,NV
Sundiata Gaines,2011-12,15.0,67,GA
Jeff Green,2012-13,15.0,67,MD
Glen Davis,2012-13,15.0,67,LA
Chauncey Billups,2012-13,15.0,67,CO
Nerlens Noel,2014-15,15.0,67,KY
Jason Richardson,2010-11,15.0,67,MI
Marcus Thornton,2014-15,15.0,67,LA
Trevor Booker,2013-14,15.0,67,SC
Robert Covington,2013-14,15.0,67,TN
Jordan Farmar,2013-14,15.0,67,CA
Luke Ridnour,2010-11,15.0,67,OR
Luol Deng,2015-16,15.0,67,NC
Thaddeus Young,2016-17,14.9,66,GA
Channing Frye,2011-12,14.9,66,AZ
Troy Daniels,2015-16,14.9,66,VA
Ish Smith,2015-16,14.9,66,NC
Tony Wroten,2014-15,14.9,66,WA
Josh Smith,2014-15,14.9,66,CO
Jannero Pargo,2014-15,14.9,66,AR
Carl Landry,2014-15,14.9,66,IN
Jeremy Lamb,2014-15,14.9,66,CT
Johnny O'Bryant,2016-17,14.9,66,LA
JaMychal Green,2014-15,14.9,66,AL
Lavoy Allen,2014-15,14.9,66,PA
Bobby Portis,2016-17,14.9,66,AR
Jae Crowder,2016-17,14.9,66,WI
Dante Cunningham,2011-12,14.9,66,PA
Reggie Jackson,2016-17,14.9,66,MA
Tristan Thompson,2013-14,14.9,66,TX
Trevor Booker,2017-18,14.9,66,SC
Jared Dudley,2012-13,14.9,66,MA
Jeremy Lin,2012-13,14.9,66,MA
Andrew Bogut,2011-12,14.9,66,UT
Chase Budinger,2011-12,14.9,66,AZ
Derrick Byars,2011-12,14.9,66,TN
Malcolm Brogdon,2016-17,14.9,66,VA
Wilson Chandler,2016-17,14.9,66,IL
Klay Thompson,2011-12,14.9,66,WA
Eric Gordon,2013-14,14.9,66,IN
Shabazz Muhammad,2016-17,14.9,66,CA
Kemba Walker,2011-12,14.9,66,KY
Reggie Williams,2010-11,14.9,66,DC
Carl Landry,2010-11,14.8,65,IN
Jeremy Lin,2010-11,14.8,65,MA
Marcus Morris,2013-14,14.8,65,IL
Kevon Looney,2017-18,14.8,65,CA
Jeff Green,2017-18,14.8,65,MD
Devin Harris,2014-15,14.8,65,WI
Kyle Korver,2014-15,14.8,65,NE
Meyers Leonard,2014-15,14.8,65,IL
Anthony Morrow,2014-15,14.8,65,GA
Kyle O'Quinn,2014-15,14.8,65,VA
DeAndre Jordan,2010-11,14.8,65,TX
Jahlil Okafor,2016-17,14.8,65,NC
Jared Cunningham,2012-13,14.8,65,OR
Ray Allen,2011-12,14.8,65,FL
Andre Miller,2011-12,14.8,65,MI
Alex Stepheson,2015-16,14.8,65,CA
Thaddeus Young,2017-18,14.8,65,GA
Andrew Nicholson,2015-16,14.8,65,NY
Vince Carter,2010-11,14.8,65,CA
Marcus Camby,2010-11,14.8,65,MA
Jabari Parker,2015-16,14.8,65,NC
Grant Hill,2010-11,14.7,65,NC
Jodie Meeks,2013-14,14.7,65,KY
Lance Stephenson,2013-14,14.7,65,OH
Joel Anthony,2014-15,14.7,65,NV
Ben Uzoh,2010-11,14.7,65,OK
Robert Covington,2014-15,14.7,65,TN
Marcus Thornton,2015-16,14.7,65,LA
Brandon Knight,2015-16,14.7,65,CA
Toney Douglas,2015-16,14.7,65,FL
Quincy Acy,2015-16,14.7,65,TX
Ish Smith,2016-17,14.7,65,NC
Dahntay Jones,2016-17,14.7,65,TX
Anthony Bennett,2016-17,14.7,65,NV
Tarik Black,2014-15,14.7,65,KS
Cory Joseph,2013-14,14.7,65,TX
DeMar DeRozan,2012-13,14.7,65,CA
Robin Lopez,2017-18,14.7,65,CA
Bernard James,2012-13,14.7,65,FL
Jrue Holiday,2011-12,14.7,65,CA
Tyler Hansbrough,2011-12,14.7,65,CA
Derrick Brown,2011-12,14.7,65,FL
Arron Afflalo,2011-12,14.7,65,CA
Corey Brewer,2012-13,14.7,65,FL
Ray Allen,2012-13,14.7,65,FL
Gorgui Dieng,2017-18,14.7,65,KY
JaMychal Green,2015-16,14.6,64,AL
Montrezl Harrell,2015-16,14.6,64,KY
Patty Mills,2015-16,14.6,64,LA
Deron Williams,2015-16,14.6,64,IL
Jason Smith,2015-16,14.6,64,LA
Brian Roberts,2012-13,14.6,64,OH
Matt Barnes,2010-11,14.6,64,RI
Wilson Chandler,2010-11,14.6,64,IL
DeMarcus Cousins,2010-11,14.6,64,KY
Mike Dunleavy,2010-11,14.6,64,SC
George Hill,2010-11,14.6,64,IN
Jason Thompson,2012-13,14.6,64,SC
Devin Harris,2012-13,14.6,64,WI
Devin Booker,2016-17,14.6,64,KY
Jimmer Fredette,2012-13,14.6,64,UT
DeJuan Blair,2012-13,14.6,64,PA
Jeff Teague,2010-11,14.6,64,NC
Zach LaVine,2017-18,14.6,64,CA
Devin Harris,2013-14,14.6,64,WI
Patrick Patterson,2013-14,14.6,64,KY
Miles Plumlee,2013-14,14.6,64,NC
Eric Dawson,2011-12,14.6,64,TX
Travis Leslie,2011-12,14.6,64,GA
Jameer Nelson,2011-12,14.6,64,PA
Stephen Jackson,2010-11,14.6,64,AL
Zach LaVine,2016-17,14.6,64,CA
Justin Hamilton,2014-15,14.6,64,LA
Jarrett Jack,2014-15,14.6,64,GA
Tony Allen,2014-15,14.6,64,OK
Patrick Patterson,2014-15,14.6,64,KY
Marcus Morris,2017-18,14.5,63,IL
Pascal Siakam,2017-18,14.5,63,NM
Otto Porter,2015-16,14.5,63,DC
Jarrett Jack,2015-16,14.5,63,GA
Derrick Williams,2012-13,14.5,63,IL
Jordan Williams,2011-12,14.5,63,NM
James Johnson,2011-12,14.5,63,NC
Jordan Crawford,2011-12,14.5,63,KY
Kris Dunn,2017-18,14.5,63,RI
Thomas Robinson,2015-16,14.5,63,KS
Aaron Gordon,2016-17,14.5,63,AZ
Dion Waiters,2016-17,14.5,63,NY
Bryce Cotton,2014-15,14.5,63,RI
Jabari Parker,2014-15,14.5,63,NC
Henry Sims,2014-15,14.5,63,DC
DeMar DeRozan,2010-11,14.5,63,CA
Nick Young,2010-11,14.5,63,CA
Kent Bazemore,2017-18,14.5,63,VA
Will Bynum,2013-14,14.4,62,GA
Carlos Boozer,2013-14,14.4,62,NC
Mike Muscala,2017-18,14.4,62,PA
Steve Novak,2015-16,14.4,62,WI
Frank Kaminsky,2017-18,14.4,62,WI
Tim Hardaway,2017-18,14.4,62,TX
Tyreke Evans,2010-11,14.4,62,TN
Jason Kidd,2010-11,14.4,62,CA
Trevor Booker,2015-16,14.4,62,SC
Avery Bradley,2016-17,14.4,62,TX
Adreian Payne,2016-17,14.4,62,MI
Mo Williams,2012-13,14.4,62,IN
Jameer Nelson,2012-13,14.4,62,PA
Taj Gibson,2012-13,14.4,62,CA
Mike Muscala,2016-17,14.4,62,PA
Robin Lopez,2016-17,14.4,62,CA
Jordan Farmar,2016-17,14.4,62,CA
JaVale McGee,2014-15,14.4,62,NV
Jeff Green,2014-15,14.4,62,MD
Aaron Brooks,2014-15,14.4,62,OR
Al-Farouq Aminu,2014-15,14.4,62,NC
Tarik Black,2017-18,14.3,61,KS
Jeff Foster,2010-11,14.3,61,TX
Zach LaVine,2015-16,14.3,61,CA
Jordan Clarkson,2015-16,14.3,61,MI
Alec Burks,2015-16,14.3,61,CO
Malcolm Brogdon,2017-18,14.3,61,VA
DeMarre Carroll,2017-18,14.3,61,MI
Jerian Grant,2017-18,14.3,61,NY
Andre Iguodala,2016-17,14.3,61,AZ
Taj Gibson,2010-11,14.3,61,CA
Caris LeVert,2017-18,14.3,61,MI
Klay Thompson,2013-14,14.3,61,WA
Michael Kidd-Gilchrist,2016-17,14.3,61,KY
Renaldo Balkman,2011-12,14.3,61,SC
Rodney Hood,2017-18,14.3,61,NC
Skal Labissiere,2017-18,14.3,61,KY
Bradley Beal,2013-14,14.3,61,FL
Jordan Crawford,2013-14,14.3,61,KY
Nikola Vucevic,2011-12,14.3,61,CA
Ivan Johnson,2011-12,14.3,61,OR
Jeremy Lin,2013-14,14.3,61,MA
Chase Budinger,2010-11,14.2,61,AZ
Ed Davis,2011-12,14.2,61,CA
Trevor Ariza,2011-12,14.2,61,CA
Solomon Alabi,2011-12,14.2,61,FL
Nick Young,2014-15,14.2,61,CA
Jeff Adrien,2014-15,14.2,61,CT
Kosta Koufos,2014-15,14.2,61,OH
Greivis Vasquez,2011-12,14.2,61,MD
Jon Leuer,2016-17,14.2,61,WI
Gorgui Dieng,2016-17,14.2,61,KY
Reggie Jackson,2012-13,14.2,61,MA
Gary Neal,2011-12,14.2,61,MD
Shabazz Napier,2017-18,14.2,61,CT
Tobias Harris,2011-12,14.2,61,LA
Jarrett Jack,2010-11,14.2,61,GA
Caron Butler,2010-11,14.2,61,CT
Lou Williams,2013-14,14.2,61,FL
Jamal Crawford,2010-11,14.2,61,MI
Tyler Hansbrough,2013-14,14.2,61,CA
Rondae Hollis-Jefferson,2015-16,14.2,61,AZ
Jordan McRae,2015-16,14.2,61,TN
Jason Thompson,2015-16,14.2,61,SC
Joey Dorsey,2010-11,14.2,61,TN
Patty Mills,2012-13,14.1,60,LA
Wesley Matthews,2012-13,14.1,60,WI
Joe Johnson,2012-13,14.1,60,IA
Danny Green,2012-13,14.1,60,CA
Wesley Matthews,2011-12,14.1,60,WI
Nick Young,2016-17,14.1,60,CA
Brandon Bass,2011-12,14.1,60,LA
Cody Zeller,2014-15,14.1,60,IN
Jodie Meeks,2014-15,14.1,60,KY
Luol Deng,2011-12,14.1,60,NC
Michael Carter-Williams,2014-15,14.1,60,NY
Marreese Speights,2011-12,14.1,60,FL
Ish Smith,2011-12,14.1,60,NC
Thomas Robinson,2013-14,14.1,60,KS
Josh Smith,2013-14,14.1,60,CO
Greivis Vasquez,2013-14,14.1,60,MD
Corey Maggette,2011-12,14.1,60,NC
Joe Johnson,2014-15,14.1,60,IA
Steven Adams,2014-15,14.1,60,PA
Kenyon Martin,2010-11,14.1,60,OH
Samuel Dalembert,2010-11,14.1,60,NJ
Joel Anthony,2015-16,14.1,60,NV
Matt Bonner,2015-16,14.1,60,FL
Rodney Hood,2015-16,14.1,60,NC
Joakim Noah,2015-16,14.1,60,FL
Jerryd Bayless,2010-11,14.1,60,AZ
Jordan Farmar,2010-11,14.1,60,CA
Tyus Jones,2017-18,14.1,60,NC
Rodney Stuckey,2013-14,14.0,59,WA
Mike Scott,2015-16,14.0,59,VA
Michael Kidd-Gilchrist,2012-13,14.0,59,KY
Trevor Ariza,2012-13,14.0,59,CA
Cameron Payne,2017-18,14.0,59,KY
Bradley Beal,2014-15,14.0,59,FL
Gerald Henderson,2011-12,14.0,59,VA
Alec Burks,2011-12,14.0,59,CO
Norman Powell,2016-17,14.0,59,CA
Deron Williams,2016-17,14.0,59,IL
Marvin Williams,2013-14,14.0,59,AL
Larry Sanders,2013-14,14.0,59,VA
Trey Burke,2015-16,14.0,59,MI
Dion Waiters,2013-14,14.0,59,NY
Charlie Villanueva,2012-13,14.0,59,CT
Jamal Crawford,2015-16,14.0,59,MI
Jarell Martin,2015-16,14.0,59,LA
Elton Brand,2013-14,14.0,59,NC
Mario Chalmers,2013-14,14.0,59,KS
JaMychal Green,2017-18,14.0,59,AL
Daniel Orton,2012-13,14.0,59,KY
Julius Randle,2015-16,13.9,58,KY
Danny Green,2013-14,13.9,58,CA
Robin Lopez,2010-11,13.9,58,CA
Elfrid Payton,2015-16,13.9,58,LA
