Player,Season,PER,percentile_per,state
Tim Frazier,2015-16,13.9,58,PA
Michael Carter-Williams,2015-16,13.9,58,NY
Ronny Turiaf,2013-14,13.9,58,WA
Jameer Nelson,2013-14,13.9,58,PA
Anthony Morrow,2013-14,13.9,58,GA
Andre Miller,2013-14,13.9,58,MI
Michael Redd,2011-12,13.9,58,OH
Donald Sloan,2015-16,13.9,58,TX
Lester Hudson,2011-12,13.9,58,TN
Jordan Hamilton,2011-12,13.9,58,TX
Willie Green,2011-12,13.9,58,MI
DeMarre Carroll,2013-14,13.9,58,MI
Corey Brewer,2014-15,13.9,58,FL
Jae Crowder,2014-15,13.9,58,WI
Andrew Wiggins,2014-15,13.9,58,KS
Mo Williams,2010-11,13.9,58,IN
Henry Sims,2015-16,13.9,58,DC
Brandon Roy,2010-11,13.9,58,WA
Jarrod Uthoff,2016-17,13.9,58,IA
Justin Anderson,2016-17,13.9,58,VA
Marvin Williams,2017-18,13.9,58,AL
Anthony Tolliver,2017-18,13.9,58,NE
Martell Webster,2012-13,13.9,58,MD
Kenyon Martin,2012-13,13.9,58,OH
JaKarr Sampson,2017-18,13.9,58,CA
Eric Moreland,2017-18,13.9,58,OR
Mike James,2017-18,13.9,58,PA
Kyle Korver,2012-13,13.9,58,NE
Trevor Booker,2012-13,13.9,58,SC
James Anderson,2012-13,13.9,58,OK
Seth Curry,2015-16,13.8,57,NC
Ronnie Brewer,2010-11,13.8,57,AR
Derrick Favors,2010-11,13.8,57,GA
Jordan Crawford,2012-13,13.8,57,KY
Kosta Koufos,2016-17,13.8,57,OH
Devin Harris,2016-17,13.8,57,WI
Tyus Jones,2016-17,13.8,57,NC
Tyler Johnson,2015-16,13.8,57,CA
Brian Roberts,2015-16,13.8,57,OH
Seth Curry,2013-14,13.8,57,NC
Courtney Lee,2013-14,13.8,57,KY
Josh McRoberts,2013-14,13.8,57,NC
Bobby Portis,2015-16,13.8,57,AR
Jeremy Lin,2015-16,13.8,57,MA
Malcolm Thomas,2012-13,13.8,57,CA
Dwight Powell,2014-15,13.8,57,CA
Brandon Ingram,2017-18,13.8,57,NC
Andrew Bogut,2012-13,13.8,57,UT
Elfrid Payton,2014-15,13.8,57,LA
Marreese Speights,2017-18,13.7,56,FL
Rondae Hollis-Jefferson,2016-17,13.7,56,AZ
Andre Iguodala,2013-14,13.7,56,AZ
Shawn Marion,2013-14,13.7,56,NV
Greg Smith,2013-14,13.7,56,KY
Marvin Williams,2016-17,13.7,56,AL
Mike James,2011-12,13.7,56,PA
Dahntay Jones,2010-11,13.7,56,TX
Mike Scott,2017-18,13.7,56,VA
Markieff Morris,2016-17,13.7,56,IL
Ike Diogu,2010-11,13.7,56,AZ
Marcus Morris,2014-15,13.7,56,IL
Josh Harrellson,2011-12,13.7,56,KY
Corey Brewer,2011-12,13.7,56,FL
Al-Farouq Aminu,2012-13,13.7,56,NC
Dion Waiters,2012-13,13.7,56,NY
Malik Beasley,2016-17,13.7,56,FL
Victor Oladipo,2013-14,13.6,56,IN
Ronny Turiaf,2010-11,13.6,56,WA
Luke Ridnour,2011-12,13.6,56,OR
Kris Humphries,2012-13,13.6,56,MN
Jaylen Brown,2017-18,13.6,56,MI
Mike Muscala,2015-16,13.6,56,PA
Evan Turner,2015-16,13.6,56,OH
Reggie Bullock,2017-18,13.6,56,CA
Shelvin Mack,2015-16,13.6,56,IN
Tristan Thompson,2017-18,13.6,56,TX
Josh Richardson,2017-18,13.6,56,TN
Rajon Rondo,2016-17,13.6,56,KY
Chandler Parsons,2017-18,13.6,56,FL
Jason Smith,2016-17,13.6,56,LA
Kyle Korver,2011-12,13.6,56,NE
Chasson Randle,2016-17,13.6,56,CA
Victor Oladipo,2016-17,13.6,56,IN
Will Barton,2014-15,13.6,56,TN
Bradley Beal,2012-13,13.6,56,FL
Nick Collison,2012-13,13.6,56,KS
Greg Stiemsma,2011-12,13.6,56,WI
Craig Smith,2011-12,13.6,56,MA
Arron Afflalo,2010-11,13.6,56,CA
Shannon Brown,2010-11,13.6,56,MI
Jason Thompson,2010-11,13.6,56,SC
Shannon Brown,2011-12,13.6,56,MI
Vince Carter,2011-12,13.6,56,CA
Kevon Looney,2016-17,13.6,56,CA
Darren Collison,2011-12,13.6,56,CA
Jannero Pargo,2011-12,13.6,56,AR
Justin Hamilton,2016-17,13.6,56,LA
Kris Humphries,2016-17,13.6,56,MN
Mike Dunleavy,2012-13,13.6,56,SC
Shabazz Napier,2016-17,13.6,56,CT
Jodie Meeks,2015-16,13.5,55,KY
Gary Neal,2015-16,13.5,55,MD
Eric Gordon,2015-16,13.5,55,IN
Lance Stephenson,2015-16,13.5,55,OH
Roy Hibbert,2016-17,13.5,55,DC
JaMychal Green,2016-17,13.5,55,AL
Ryan Anderson,2016-17,13.5,55,CA
Alex Len,2014-15,13.5,55,MD
Terrence Jones,2015-16,13.5,55,KY
Brian Scalabrine,2011-12,13.5,55,CA
Isaiah Canaan,2017-18,13.5,55,KY
Will Barton,2013-14,13.5,55,TN
Cory Joseph,2012-13,13.5,55,TX
Jason Kidd,2012-13,13.5,55,CA
Mike Miller,2012-13,13.5,55,FL
Jared Sullinger,2012-13,13.5,55,OH
Ben Gordon,2011-12,13.5,55,CT
Randy Foye,2011-12,13.5,55,PA
MarShon Brooks,2012-13,13.5,55,RI
Jerryd Bayless,2012-13,13.5,55,AZ
Marvin Williams,2010-11,13.5,55,AL
Francisco Garcia,2010-11,13.5,55,KY
Landry Fields,2010-11,13.5,55,CA
Matt Bonner,2010-11,13.5,55,FL
Garret Siler,2010-11,13.5,55,GA
Jimmy Butler,2013-14,13.5,55,WI
Roy Hibbert,2013-14,13.5,55,DC
Kyle Korver,2013-14,13.5,55,NE
Rajon Rondo,2014-15,13.5,55,KY
Larry Nance,2015-16,13.4,54,SC
Terrence Ross,2016-17,13.4,54,WA
Brian Roberts,2013-14,13.4,54,OH
Jeremy Lamb,2013-14,13.4,54,CT
George Hill,2013-14,13.4,54,IN
Josh Harrellson,2013-14,13.4,54,KY
Raymond Felton,2011-12,13.4,54,CA
Kyle Korver,2017-18,13.4,54,NE
Jeff Adrien,2012-13,13.4,54,CT
Derrick Rose,2015-16,13.4,54,TN
Kent Bazemore,2015-16,13.4,54,VA
Miles Plumlee,2014-15,13.4,54,NC
Harrison Barnes,2014-15,13.4,54,MA
Rasual Butler,2015-16,13.4,54,LA
Andre Miller,2015-16,13.4,54,MI
Toney Douglas,2012-13,13.4,54,FL
Gary Forbes,2011-12,13.3,53,MA
Andre Emmett,2011-12,13.3,53,TX
Chandler Parsons,2011-12,13.3,53,FL
Jason Richardson,2011-12,13.3,53,MI
Larry Sanders,2011-12,13.3,53,VA
Tristan Thompson,2011-12,13.3,53,TX
Andre Miller,2014-15,13.3,53,MI
Tony Allen,2016-17,13.3,53,OK
Dewayne Dedmon,2014-15,13.3,53,CA
Anthony Tolliver,2010-11,13.3,53,NE
Othyus Jeffers,2010-11,13.3,53,IL
Carrick Felix,2013-14,13.3,53,AZ
Randy Foye,2013-14,13.3,53,PA
Jarvis Varnado,2013-14,13.3,53,MS
Mario Chalmers,2012-13,13.3,53,KS
Dante Cunningham,2012-13,13.3,53,PA
Kurt Thomas,2012-13,13.3,53,TX
Nick Young,2012-13,13.3,53,CA
Tyler Hansbrough,2014-15,13.3,53,CA
Joe Harris,2017-18,13.3,53,VA
Maurice Harkless,2015-16,13.3,53,NY
Norman Powell,2015-16,13.3,53,CA
Shelvin Mack,2017-18,13.3,53,IN
George Hill,2017-18,13.3,53,IN
Shane Larkin,2015-16,13.3,53,FL
Daniel Gibson,2010-11,13.2,52,TX
Richard Hamilton,2011-12,13.2,52,CT
Alonzo Gee,2011-12,13.2,52,AL
Glen Davis,2011-12,13.2,52,LA
Matt Bonner,2011-12,13.2,52,FL
Avery Bradley,2015-16,13.2,52,TX
Kentavious Caldwell-Pope,2017-18,13.2,52,GA
Nick Collison,2017-18,13.2,52,KS
George Hill,2015-16,13.2,52,IN
Tony Allen,2012-13,13.2,52,OK
Reggie Williams,2012-13,13.2,52,DC
Gerald Henderson,2010-11,13.2,52,VA
Markieff Morris,2017-18,13.2,52,IL
Danny Green,2010-11,13.2,52,CA
Robert Covington,2015-16,13.2,52,TN
Jordan Clarkson,2016-17,13.2,52,MI
Noah Vonleh,2014-15,13.2,52,IN
Robert Covington,2016-17,13.2,52,TN
Eric Gordon,2016-17,13.2,52,IN
Jerian Grant,2016-17,13.2,52,NY
Cory Joseph,2016-17,13.2,52,TX
Alex Poythress,2016-17,13.2,52,KY
Wilson Chandler,2014-15,13.2,52,IL
Jordan Farmar,2015-16,13.2,52,CA
Gerald Henderson,2014-15,13.2,52,VA
Cory Jefferson,2014-15,13.2,52,TX
Al-Farouq Aminu,2013-14,13.2,52,NC
Channing Frye,2013-14,13.2,52,AZ
Shelvin Mack,2014-15,13.2,52,IN
Shelvin Mack,2013-14,13.2,52,IN
Dwight Buycks,2014-15,13.1,51,WI
Anthony Morrow,2011-12,13.1,51,GA
Aron Baynes,2016-17,13.1,51,WA
Ian Clark,2016-17,13.1,51,TN
Sam Dekker,2016-17,13.1,51,WI
Hakim Warrick,2011-12,13.1,51,NY
Ryan Hollins,2014-15,13.1,51,CA
Terrence Williams,2011-12,13.1,51,KY
Yogi Ferrell,2016-17,13.1,51,IN
Maurice Harkless,2016-17,13.1,51,NY
Alec Burks,2017-18,13.1,51,CO
Channing Frye,2017-18,13.1,51,AZ
Jodie Meeks,2016-17,13.1,51,KY
Donald Sloan,2014-15,13.1,51,TX
Sean Kilpatrick,2016-17,13.1,51,OH
Cody Zeller,2013-14,13.1,51,IN
Jason Kidd,2011-12,13.1,51,CA
Shannon Brown,2012-13,13.1,51,MI
Gary Neal,2010-11,13.1,51,MD
Glen Davis,2013-14,13.1,51,LA
Devin Harris,2015-16,13.1,51,WI
Kris Humphries,2015-16,13.1,51,MN
Jeff Green,2013-14,13.1,51,MD
Gerald Henderson,2013-14,13.1,51,VA
Shabazz Muhammad,2013-14,13.1,51,CA
Dexter Pittman,2013-14,13.1,51,TX
Aaron Brooks,2010-11,13.1,51,OR
Alec Burks,2014-15,13.0,50,CO
Alonzo Gee,2014-15,13.0,50,AL
Paul George,2014-15,13.0,50,CA
Patty Mills,2014-15,13.0,50,LA
Tyler Zeller,2016-17,13.0,50,CA
Tyler Ulis,2016-17,13.0,50,KY
Frank Kaminsky,2016-17,13.0,50,WI
Josh Childress,2010-11,13.0,50,CA
Pierre Jackson,2016-17,13.0,50,TX
Arron Afflalo,2012-13,13.0,50,CA
Casper Ware,2013-14,13.0,50,CA
Devin Harris,2017-18,13.0,50,WI
Julyan Stone,2011-12,13.0,50,TX
Byron Mullens,2011-12,13.0,50,OH
Mario Chalmers,2011-12,13.0,50,KS
Michael Beasley,2011-12,13.0,50,KS
Courtney Lee,2017-18,13.0,50,KY
Tyler Johnson,2017-18,13.0,50,CA
Raymond Felton,2017-18,13.0,50,CA
John Jenkins,2012-13,13.0,50,TN
Jamal Crawford,2017-18,13.0,50,MI
Justin Anderson,2017-18,13.0,50,VA
Jeff Green,2015-16,13.0,50,MD
Patrick Beverley,2015-16,13.0,50,AR
Austin Daye,2010-11,13.0,50,WA
Luke Ridnour,2012-13,13.0,50,OR
Patrick Beverley,2016-17,13.0,50,AR
Rodney Stuckey,2012-13,13.0,50,WA
Andrew Wiggins,2017-18,13.0,50,KS
Paul George,2010-11,13.0,50,CA
Jordan Hill,2010-11,13.0,50,AZ
Kyle Korver,2010-11,13.0,50,NE
Patty Mills,2010-11,13.0,50,LA
Brendan Haywood,2011-12,12.9,50,CA
MarShon Brooks,2011-12,12.9,50,RI
Armon Johnson,2011-12,12.9,50,MN
Derrick Williams,2011-12,12.9,50,IL
Nick Young,2011-12,12.9,50,CA
Jeff Green,2010-11,12.9,50,MD
Derrick Brown,2010-11,12.9,50,FL
Nick Collison,2016-17,12.9,50,KS
Robert Covington,2017-18,12.9,50,TN
Channing Frye,2015-16,12.9,50,AZ
Gerald Henderson,2015-16,12.9,50,VA
Trevor Ariza,2015-16,12.9,50,CA
Kyle Anderson,2015-16,12.9,50,CA
Raymond Felton,2013-14,12.9,50,CA
Tony Wroten,2013-14,12.9,50,WA
Cameron Payne,2015-16,12.9,50,KY
Terrence Ross,2015-16,12.9,50,WA
Tony Allen,2015-16,12.9,50,OK
Austin Daye,2012-13,12.9,50,WA
Noah Vonleh,2017-18,12.8,49,IN
Derrick Williams,2014-15,12.8,49,IL
Dwight Buycks,2017-18,12.8,49,WI
Reggie Evans,2012-13,12.8,49,IA
Jordan Adams,2014-15,12.8,49,CA
Evan Turner,2014-15,12.8,49,OH
Quinn Cook,2017-18,12.8,49,NC
Daequan Cook,2010-11,12.8,49,OR
Darrell Arthur,2016-17,12.8,49,KS
John Salmons,2010-11,12.8,49,FL
Antonio McDyess,2010-11,12.8,49,AL
Byron Mullens,2013-14,12.8,49,OH
Ray Allen,2013-14,12.8,49,FL
Spencer Hawes,2010-11,12.8,49,WA
Glen Davis,2010-11,12.8,49,LA
Tayshaun Prince,2011-12,12.8,49,KY
Jason Terry,2012-13,12.8,49,AZ
Kentavious Caldwell-Pope,2016-17,12.8,49,GA
Joe Johnson,2016-17,12.8,49,IA
Channing Frye,2010-11,12.8,49,AZ
Cartier Martin,2011-12,12.8,49,KS
DeMar DeRozan,2011-12,12.8,49,CA
Jonathon Simmons,2017-18,12.7,48,NY
Jordan Hamilton,2013-14,12.7,48,TX
Carmelo Anthony,2017-18,12.7,48,NY
Klay Thompson,2012-13,12.7,48,WA
Justin Holiday,2016-17,12.7,48,WA
Josh McRoberts,2012-13,12.7,48,NC
Ben Gordon,2012-13,12.7,48,CT
Andrew Harrison,2017-18,12.7,48,KY
Tim Hardaway,2013-14,12.7,48,TX
Al-Farouq Aminu,2015-16,12.7,48,NC
Vince Carter,2015-16,12.7,48,CA
Draymond Green,2013-14,12.7,48,MI
Corey Brewer,2013-14,12.7,48,FL
Avery Bradley,2013-14,12.7,48,TX
Charlie Villanueva,2013-14,12.7,48,CT
Nate Wolters,2013-14,12.7,48,SD
Daniel Orton,2011-12,12.7,48,KY
Lavoy Allen,2011-12,12.7,48,PA
Cole Aldrich,2016-17,12.7,48,KS
Spencer Dinwiddie,2016-17,12.7,48,CO
Eric Gordon,2014-15,12.7,48,IN
Trevor Ariza,2014-15,12.7,48,CA
Jamaal Magloire,2010-11,12.7,48,KY
Marcus Morris,2015-16,12.7,48,IL
Cory Jefferson,2015-16,12.7,48,TX
Gary Harris,2015-16,12.7,48,MI
Udonis Haslem,2010-11,12.7,48,FL
Rodney Stuckey,2015-16,12.6,47,WA
Courtney Lee,2011-12,12.6,47,KY
Jerami Grant,2015-16,12.6,47,NY
Evan Turner,2011-12,12.6,47,OH
Jeremy Evans,2015-16,12.6,47,KY
Ryan Anderson,2017-18,12.6,47,CA
Greivis Vasquez,2014-15,12.6,47,MD
Chase Budinger,2012-13,12.6,47,AZ
Ryan Kelly,2013-14,12.6,47,NC
Mike Dunleavy,2013-14,12.6,47,SC
Dante Cunningham,2013-14,12.6,47,PA
Trey Burke,2013-14,12.6,47,MI
Kendall Marshall,2013-14,12.6,47,CA
Jodie Meeks,2010-11,12.6,47,KY
Kosta Koufos,2010-11,12.6,47,OH
James Johnson,2010-11,12.6,47,NC
Wayne Ellington,2016-17,12.6,47,CA
Alan Anderson,2012-13,12.6,47,MI
Courtney Lee,2010-11,12.6,47,KY
Cory Higgins,2012-13,12.6,47,CO
Jason Richardson,2012-13,12.6,47,MI
Trey Burke,2014-15,12.6,47,MI
Maurice Harkless,2017-18,12.6,47,NY
Isaiah Thomas,2017-18,12.6,47,IN
Austin Rivers,2017-18,12.6,47,NC
Markieff Morris,2012-13,12.6,47,IL
Sasha Kaun,2015-16,12.5,46,KS
Aaron Brooks,2013-14,12.5,46,OR
Michael Kidd-Gilchrist,2017-18,12.5,46,KY
Wayne Ellington,2017-18,12.5,46,CA
Lavoy Allen,2013-14,12.5,46,PA
Jimmy Butler,2011-12,12.5,46,WI
Ekpe Udoh,2011-12,12.5,46,TX
Darrell Arthur,2015-16,12.5,46,KS
Frank Kaminsky,2015-16,12.5,46,WI
Tyler Hansbrough,2015-16,12.5,46,CA
Gary Neal,2013-14,12.5,46,MD
Ray McCallum,2014-15,12.5,46,MI
Sam Young,2010-11,12.5,46,PA
Mike Miller,2013-14,12.5,46,FL
Damien Wilkins,2012-13,12.5,46,ID
Maurice Harkless,2012-13,12.5,46,NY
Kyle Anderson,2016-17,12.5,46,CA
Khris Middleton,2013-14,12.5,46,TX
Lance Stephenson,2017-18,12.4,45,OH
Isaiah Canaan,2014-15,12.4,45,KY
Raymond Felton,2014-15,12.4,45,CA
Kendall Marshall,2014-15,12.4,45,CA
Reggie Williams,2011-12,12.4,45,DC
Linas Kleiza,2011-12,12.4,45,MI
Hasheem Thabeet,2011-12,12.4,45,CT
Charles Jenkins,2011-12,12.4,45,NY
Jerryd Bayless,2015-16,12.4,45,AZ
Mo Williams,2015-16,12.4,45,IN
Alex Len,2015-16,12.4,45,MD
Cory Joseph,2015-16,12.4,45,TX
Spencer Hawes,2015-16,12.4,45,WA
Jordan Hamilton,2015-16,12.4,45,TX
Erick Green,2015-16,12.4,45,VA
Andrew Goudelock,2015-16,12.4,45,SC
Kentavious Caldwell-Pope,2015-16,12.4,45,GA
Jodie Meeks,2017-18,12.4,45,KY
Lavoy Allen,2015-16,12.4,45,PA
Ben Gordon,2010-11,12.4,45,CT
Reggie Evans,2010-11,12.4,45,IA
Danuel House,2017-18,12.4,45,TX
Chris Wilcox,2011-12,12.4,45,MD
Richard Jefferson,2010-11,12.4,45,AZ
Tim Frazier,2016-17,12.4,45,PA
Wilson Chandler,2013-14,12.4,45,IL
Evan Turner,2013-14,12.4,45,OH
Ramon Sessions,2016-17,12.4,45,NV
Marcus Morris,2016-17,12.4,45,IL
Rodney Hood,2016-17,12.4,45,NC
Trevor Ariza,2016-17,12.4,45,CA
Jason Smith,2013-14,12.4,45,LA
Greg Oden,2013-14,12.4,45,OH
Brandon Knight,2016-17,12.4,45,CA
Patrick Beverley,2013-14,12.4,45,AR
Caron Butler,2012-13,12.4,45,CT
Earl Clark,2012-13,12.4,45,KY
Dominique Jones,2012-13,12.4,45,MS
Martell Webster,2010-11,12.4,45,MD
Terrence Williams,2012-13,12.3,44,KY
Shelden Williams,2010-11,12.3,44,CA
Rodney Hood,2014-15,12.3,44,NC
Langston Galloway,2014-15,12.3,44,PA
Jared Dudley,2014-15,12.3,44,MA
Nick Calathes,2014-15,12.3,44,FL
Xavier Henry,2013-14,12.3,44,KS
Chinanu Onuaku,2016-17,12.3,44,KY
Patrick Beverley,2017-18,12.3,44,AR
Caris LeVert,2016-17,12.3,44,MI
Marquese Chriss,2016-17,12.3,44,WA
Nick Calathes,2013-14,12.3,44,FL
Allen Crabbe,2017-18,12.3,44,CA
Darnell Jackson,2010-11,12.3,44,KS
Ben Wallace,2010-11,12.3,44,VA
Delonte West,2010-11,12.3,44,PA
Kirk Hinrich,2010-11,12.3,44,KS
Ish Smith,2014-15,12.3,44,NC
Byron Mullens,2012-13,12.3,44,OH
Brandon Bass,2012-13,12.3,44,LA
Ryan Hollins,2015-16,12.3,44,CA
Tarik Black,2015-16,12.3,44,KS
Justin Anderson,2015-16,12.3,44,VA
Harrison Barnes,2015-16,12.3,44,MA
Andre Iguodala,2014-15,12.3,44,AZ
Ronny Turiaf,2011-12,12.3,44,WA
Shane Battier,2010-11,12.3,44,NC
Greg Smith,2011-12,12.3,44,KY
Grant Hill,2011-12,12.3,44,NC
Ronnie Brewer,2011-12,12.3,44,AR
Chris McCullough,2015-16,12.2,43,NY
Kenyon Martin,2013-14,12.2,43,OH
Wayne Ellington,2013-14,12.2,43,CA
Rasual Butler,2013-14,12.2,43,LA
Caron Butler,2013-14,12.2,43,CT
Markieff Morris,2015-16,12.2,43,IL
David Nwaba,2017-18,12.2,43,CA
Langston Galloway,2017-18,12.2,43,PA
Solomon Hill,2015-16,12.2,43,AZ
Andre Iguodala,2015-16,12.2,43,AZ
Wayne Ellington,2012-13,12.2,43,CA
Allen Crabbe,2015-16,12.2,43,CA
Anthony Randolph,2013-14,12.2,43,LA
Danuel House,2016-17,12.2,43,TX
Courtney Lee,2016-17,12.2,43,KY
David Nwaba,2016-17,12.2,43,CA
Jakob Poeltl,2016-17,12.2,43,UT
Chase Budinger,2014-15,12.2,43,AZ
Steve Nash,2013-14,12.2,43,CA
Chris Douglas-Roberts,2013-14,12.2,43,TN
Matt Carroll,2010-11,12.2,43,IN
Jermaine Taylor,2010-11,12.2,43,TX
Shawne Williams,2010-11,12.2,43,CA
Luke Babbitt,2013-14,12.1,43,NV
Denzel Valentine,2017-18,12.1,43,MI
Jameer Nelson,2014-15,12.1,43,PA
Justin Holiday,2014-15,12.1,43,WA
Tim Hardaway,2014-15,12.1,43,TX
Markieff Morris,2011-12,12.1,43,IL
Roger Mason,2011-12,12.1,43,VA
Nick Collison,2011-12,12.1,43,KS
Robert Sacre,2013-14,12.1,43,WA
Julian Wright,2010-11,12.1,43,KS
Meyers Leonard,2012-13,12.1,43,IL
Evan Turner,2012-13,12.1,43,OH
Kyle Korver,2016-17,12.1,43,NE
Anthony Morrow,2010-11,12.1,43,GA
Aron Baynes,2017-18,12.1,43,WA
Matt Barnes,2013-14,12.0,42,RI
Marcus Thornton,2013-14,12.0,42,LA
Michael Kidd-Gilchrist,2013-14,12.0,42,KY
Jerryd Bayless,2013-14,12.0,42,AZ
Tyler Johnson,2014-15,12.0,42,CA
Tayshaun Prince,2014-15,12.0,42,KY
Rashard Lewis,2010-11,12.0,42,LA
Jason Smith,2014-15,12.0,42,LA
Joe Johnson,2015-16,12.0,42,IA
Brandon Knight,2012-13,12.0,42,CA
Anthony Morrow,2012-13,12.0,42,GA
Ekpe Udoh,2012-13,12.0,42,TX
Landry Fields,2011-12,12.0,42,CA
Trey Thompkins,2011-12,12.0,42,TX
Terrence Ross,2013-14,12.0,42,WA
Reggie Bullock,2015-16,12.0,42,CA
Al-Farouq Aminu,2017-18,12.0,42,NC
Rodney McGruder,2017-18,12.0,42,KS
Marcus Smart,2016-17,12.0,42,OK
Derrick Jones,2016-17,12.0,42,FL
Jamal Crawford,2016-17,12.0,42,MI
Jimmer Fredette,2015-16,12.0,42,UT
DeMarre Carroll,2015-16,11.9,41,MI
Raymond Felton,2015-16,11.9,41,CA
Jonathon Simmons,2015-16,11.9,41,NY
Charlie Villanueva,2015-16,11.9,41,CT
Shelden Williams,2011-12,11.9,41,CA
Kelly Oubre,2017-18,11.9,41,KS
Quincy Acy,2014-15,11.9,41,TX
Shelvin Mack,2011-12,11.9,41,IN
Drew Gooden,2014-15,11.9,41,KS
Jon Leuer,2014-15,11.9,41,WI
Johnny O'Bryant,2017-18,11.9,41,LA
Devin Booker,2015-16,11.9,41,KY
Jae Crowder,2013-14,11.9,41,WI
Eddie House,2010-11,11.9,41,AZ
Jamal Murray,2016-17,11.9,41,KY
Brandon Rush,2012-13,11.9,41,KS
Wesley Matthews,2016-17,11.9,41,WI
DeMarre Carroll,2016-17,11.9,41,MI
Ryan Hollins,2013-14,11.9,41,CA
Justin Hamilton,2013-14,11.9,41,LA
Willie Green,2012-13,11.8,40,MI
Aaron Brooks,2012-13,11.8,40,OR
Matt Bonner,2012-13,11.8,40,FL
Aaron Brooks,2015-16,11.8,40,OR
Lance Stephenson,2012-13,11.8,40,OH
Wayne Selden,2017-18,11.8,40,KS
Patty Mills,2017-18,11.8,40,LA
Trevor Ariza,2017-18,11.8,40,CA
Mo Williams,2013-14,11.8,40,IN
James Southerland,2013-14,11.8,40,NY
Kyle Singler,2013-14,11.8,40,NC
Richard Jefferson,2013-14,11.8,40,AZ
Darrell Arthur,2012-13,11.8,40,KS
Dominique Jones,2011-12,11.8,40,MS
Dominic McGuire,2011-12,11.8,40,CA
Marvin Williams,2014-15,11.8,40,AL
Nick Collison,2013-14,11.8,40,KS
Maurice Harkless,2013-14,11.8,40,NY
Jordan Crawford,2010-11,11.8,40,KY
Buddy Hield,2016-17,11.8,40,OK
Lou Amundson,2014-15,11.8,40,NV
Samuel Dalembert,2014-15,11.8,40,NJ
Phil Pressey,2014-15,11.8,40,MI
Quinn Cook,2016-17,11.8,40,NC
Pat Connaughton,2016-17,11.8,40,IN
Quincy Acy,2016-17,11.8,40,TX
Donte Greene,2011-12,11.8,40,NY
Trey Johnson,2011-12,11.8,40,MS
Iman Shumpert,2012-13,11.7,40,GA
Joel Bolomboy,2017-18,11.7,40,UT
Courtney Lee,2012-13,11.7,40,KY
Steve Blake,2012-13,11.7,40,MD
Randy Foye,2012-13,11.7,40,PA
Reggie Williams,2016-17,11.7,40,DC
Matt Barnes,2015-16,11.7,40,RI
Zabian Dowdell,2010-11,11.7,40,VA
Al Thornton,2010-11,11.7,40,FL
Samardo Samuels,2010-11,11.7,40,KY
Jared Dudley,2015-16,11.7,40,MA
Eric Maynor,2010-11,11.7,40,VA
Cartier Martin,2010-11,11.7,40,KS
Luther Head,2010-11,11.7,40,IL
Brendan Haywood,2010-11,11.7,40,CA
Tim Hardaway,2015-16,11.7,40,TX
Reggie Bullock,2016-17,11.7,40,CA
Vince Carter,2016-17,11.7,40,CA
Gary Forbes,2010-11,11.7,40,MA
Marquis Daniels,2010-11,11.7,40,AL
Caron Butler,2011-12,11.7,40,CT
Manny Harris,2011-12,11.7,40,MI
Brandon Knight,2011-12,11.7,40,CA
Mario Chalmers,2014-15,11.7,40,KS
Reggie Evans,2014-15,11.7,40,IA
Jason Richardson,2014-15,11.7,40,MI
Brian Roberts,2014-15,11.7,40,OH
Jason Maxiell,2011-12,11.7,40,OH
Reggie Evans,2013-14,11.7,40,IA
Ish Smith,2013-14,11.7,40,NC
Langston Galloway,2015-16,11.7,40,PA
Trey Lyles,2015-16,11.6,39,KY
Austin Rivers,2013-14,11.6,39,NC
