Player,Season,PER,percentile_per,state
Andre Roberson,2013-14,9.0,19,OK
Troy Williams,2016-17,9.0,19,SC
Nik Stauskas,2016-17,9.0,19,MI
Iman Shumpert,2016-17,9.0,19,GA
Luke Ridnour,2013-14,9.0,19,OR
Darius Miller,2013-14,9.0,19,KY
Meyers Leonard,2016-17,8.9,19,IL
Jared Dudley,2013-14,8.9,19,MA
Okaro White,2017-18,8.9,19,FL
Erick Green,2014-15,8.9,19,VA
Dante Cunningham,2014-15,8.9,19,PA
Earl Barron,2012-13,8.9,19,TN
Donald Sloan,2011-12,8.9,19,TX
DeAndre Liggins,2011-12,8.9,19,KY
Chuck Hayes,2011-12,8.9,19,KY
Carldell Johnson,2011-12,8.9,19,AL
Arron Afflalo,2016-17,8.9,19,CA
Jon Leuer,2017-18,8.9,19,WI
Spencer Dinwiddie,2015-16,8.9,19,CO
Briante Weber,2015-16,8.9,19,VA
Derek Fisher,2010-11,8.9,19,AR
Francisco Elson,2010-11,8.9,19,CA
Jared Dudley,2017-18,8.8,18,MA
Miles Plumlee,2012-13,8.8,18,NC
DeAndre' Bembry,2016-17,8.8,18,PA
Phil Pressey,2013-14,8.8,18,MI
Chris Singleton,2013-14,8.8,18,FL
Norris Cole,2013-14,8.8,18,OH
Jason Smith,2017-18,8.8,18,LA
Hilton Armstrong,2010-11,8.8,18,CT
Ian Clark,2014-15,8.8,18,TN
Udonis Haslem,2016-17,8.8,18,FL
Aron Baynes,2012-13,8.8,18,WA
Avery Bradley,2012-13,8.8,18,TX
Lance Stephenson,2014-15,8.8,18,OH
Garrett Temple,2012-13,8.8,18,LA
James Anderson,2011-12,8.8,18,OK
Brendan Haywood,2012-13,8.7,18,CA
Andrew Harrison,2016-17,8.7,18,KY
Jarell Martin,2016-17,8.7,18,LA
Elliot Williams,2014-15,8.7,18,TN
Nazr Mohammed,2014-15,8.7,18,KY
Shane Battier,2013-14,8.7,18,NC
Jorge Gutierrez,2013-14,8.7,18,CA
Elliot Williams,2013-14,8.7,18,TN
Jerami Grant,2014-15,8.7,18,NY
Allen Crabbe,2014-15,8.7,18,CA
DeMarre Carroll,2010-11,8.7,18,MI
Tony Allen,2017-18,8.7,18,OK
Morris Almond,2011-12,8.7,18,TX
Stanley Johnson,2015-16,8.7,18,KY
Alan Anderson,2011-12,8.7,18,MI
Anthony Carter,2011-12,8.7,18,HI
Quentin Richardson,2011-12,8.7,18,IL
Jerryd Bayless,2016-17,8.7,18,AZ
Ben McLemore,2015-16,8.6,17,KS
Noah Vonleh,2015-16,8.6,17,IN
Dante Cunningham,2015-16,8.6,17,PA
Danny Granger,2014-15,8.6,17,NM
Quincy Miller,2013-14,8.6,17,TX
Patrick McCaw,2016-17,8.6,17,NV
Landry Fields,2013-14,8.6,17,CA
Alonzo Gee,2013-14,8.6,17,AL
Steve Novak,2014-15,8.6,17,WI
Wayne Ellington,2010-11,8.6,17,CA
Matthew Dellavedova,2017-18,8.6,17,CA
Marcus Camby,2012-13,8.6,17,MA
Ryan Kelly,2014-15,8.6,17,NC
Jared Cunningham,2013-14,8.5,17,OR
Bernard James,2013-14,8.5,17,FL
Donald Sloan,2013-14,8.5,17,TX
Josh Harrellson,2012-13,8.5,17,KY
Ish Smith,2012-13,8.5,17,NC
Jerry Stackhouse,2012-13,8.5,17,CA
Glenn Robinson,2014-15,8.5,17,IN
Matthew Dellavedova,2014-15,8.5,17,CA
Tony Snell,2017-18,8.5,17,NM
Kyle Singler,2014-15,8.5,17,NC
Travis Wear,2014-15,8.5,17,CA
James Young,2014-15,8.5,17,KY
Alex Kirk,2014-15,8.5,17,NM
Steve Blake,2011-12,8.5,17,MD
Quincy Pondexter,2010-11,8.5,17,WA
Brandon Ingram,2016-17,8.5,17,NC
Solomon Jones,2010-11,8.5,17,FL
James Anderson,2010-11,8.5,17,OK
Norman Powell,2017-18,8.5,17,CA
Chris Duhon,2011-12,8.4,16,NC
Lance Thomas,2016-17,8.4,16,NC
Miles Plumlee,2016-17,8.4,16,NC
Wesley Johnson,2016-17,8.4,16,NY
Justise Winslow,2015-16,8.4,16,NC
Darrell Arthur,2017-18,8.4,16,KS
Ronnie Price,2011-12,8.4,16,UT
Iman Shumpert,2015-16,8.4,16,GA
Alonzo Gee,2015-16,8.4,16,AL
Juwan Howard,2010-11,8.4,16,MI
Jason Williams,2010-11,8.4,16,NY
DeQuan Jones,2012-13,8.4,16,FL
Maurice Harkless,2014-15,8.4,16,NY
Cleanthony Early,2014-15,8.4,16,KS
Anthony Tolliver,2012-13,8.4,16,NE
Andrew Goudelock,2011-12,8.4,16,SC
Jeff Withey,2017-18,8.3,16,KS
Shane Larkin,2013-14,8.3,16,FL
Raja Bell,2011-12,8.3,16,FL
Richard Jefferson,2016-17,8.3,16,AZ
Devin Ebanks,2011-12,8.3,16,WV
JaKarr Sampson,2015-16,8.3,16,CA
Brandon Roy,2012-13,8.3,16,WA
Jordan Hamilton,2014-15,8.3,16,TX
Melvin Ely,2010-11,8.3,16,CA
Trey Johnson,2010-11,8.3,16,MS
Luke Babbitt,2016-17,8.3,16,NV
Chris Douglas-Roberts,2012-13,8.3,16,TN
Anthony Tolliver,2011-12,8.3,16,NE
Chris Singleton,2011-12,8.3,16,FL
Lorenzo Brown,2013-14,8.2,15,NC
Royal Ivey,2010-11,8.2,15,TX
Raja Bell,2010-11,8.2,15,FL
Linas Kleiza,2012-13,8.2,15,MI
Quincy Acy,2017-18,8.2,15,TX
Tayshaun Prince,2013-14,8.2,15,KY
Roger Mason,2013-14,8.2,15,VA
Justise Winslow,2016-17,8.2,15,NC
Lorenzo Brown,2017-18,8.2,15,NC
Malcolm Thomas,2014-15,8.2,15,CA
Austin Daye,2014-15,8.2,15,WA
Kyle Anderson,2014-15,8.2,15,CA
Chris Johnson,2015-16,8.2,15,CA
Kelly Oubre,2015-16,8.2,15,KS
Paul Pierce,2015-16,8.2,15,KS
Jeffery Taylor,2014-15,8.2,15,TX
Jason Terry,2017-18,8.1,15,AZ
Tim Frazier,2014-15,8.1,15,PA
Joe Johnson,2017-18,8.1,15,IA
Jameer Nelson,2017-18,8.1,15,PA
Isaiah Canaan,2016-17,8.1,15,KY
Jason Maxiell,2013-14,8.1,15,OH
Joel Anthony,2013-14,8.1,15,NV
Quentin Richardson,2010-11,8.1,15,IL
Kris Dunn,2016-17,8.1,15,RI
Marquis Daniels,2011-12,8.1,15,AL
Royal Ivey,2012-13,8.1,15,TX
Earl Clark,2011-12,8.1,15,KY
Darius Morris,2012-13,8.1,15,MI
James Jones,2012-13,8.1,15,MA
Jared Jeffries,2010-11,8.0,14,IN
Tony Snell,2013-14,8.0,14,NM
Troy Murphy,2010-11,8.0,14,IN
Stephen Jackson,2012-13,8.0,14,AL
Lance Thomas,2014-15,8.0,14,NC
Solomon Hill,2016-17,8.0,14,AZ
Wesley Johnson,2011-12,8.0,14,NY
Chris Duhon,2012-13,8.0,14,NC
Derek Fisher,2011-12,8.0,14,AR
Josh Powell,2010-11,8.0,14,NC
Norris Cole,2011-12,7.9,14,OH
Willie Green,2014-15,7.9,14,MI
Hollis Thompson,2016-17,7.9,14,DC
Greg Smith,2015-16,7.9,14,KY
Corey Maggette,2012-13,7.9,14,NC
Kim English,2012-13,7.9,14,MI
Norris Cole,2012-13,7.9,14,OH
Elijah Millsap,2014-15,7.9,14,AL
Nolan Smith,2011-12,7.8,14,NC
Greg Stiemsma,2014-15,7.8,14,WI
Alex Poythress,2017-18,7.8,14,KY
Ryan Kelly,2016-17,7.8,14,NC
Marcus Cousin,2010-11,7.8,14,TX
Rashad Vaughn,2016-17,7.8,14,NV
Mike Bibby,2011-12,7.8,14,AZ
Jerry Smith,2011-12,7.8,14,KY
Antawn Jamison,2013-14,7.8,14,CA
Aaron Gray,2013-14,7.8,14,PA
Garrett Temple,2013-14,7.8,14,LA
John Salmons,2013-14,7.8,14,FL
Perry Jones,2012-13,7.8,14,TX
Chris Singleton,2012-13,7.8,14,FL
Kendall Marshall,2012-13,7.8,14,CA
Derek Fisher,2012-13,7.7,13,AR
Dominic McGuire,2012-13,7.7,13,CA
Dorian Finney-Smith,2016-17,7.7,13,FL
Allen Crabbe,2013-14,7.7,13,CA
Ben McLemore,2013-14,7.7,13,KS
Shavlik Randolph,2013-14,7.7,13,NC
Nick Collison,2015-16,7.7,13,KS
Jarrett Jack,2016-17,7.7,13,GA
Earl Watson,2012-13,7.7,13,CA
Drew Gooden,2012-13,7.7,13,KS
DeJuan Blair,2014-15,7.7,13,PA
Adreian Payne,2014-15,7.7,13,MI
Joey Graham,2010-11,7.7,13,OK
Chandler Parsons,2016-17,7.7,13,FL
Daniel Gibson,2012-13,7.7,13,TX
Ekpe Udoh,2013-14,7.6,13,TX
Ronnie Price,2013-14,7.6,13,UT
Solomon Hill,2013-14,7.6,13,AZ
Elias Harris,2013-14,7.6,13,WA
Isaiah Whitehead,2016-17,7.6,13,NJ
Mike Miller,2016-17,7.6,13,FL
DeAndre' Bembry,2017-18,7.6,13,PA
Julyan Stone,2017-18,7.6,13,TX
Randy Foye,2015-16,7.6,13,PA
Dorian Finney-Smith,2017-18,7.6,13,FL
Justin Holiday,2012-13,7.6,13,WA
Xavier Henry,2012-13,7.6,13,KS
Ish Smith,2010-11,7.6,13,NC
James Posey,2010-11,7.5,12,OH
Malcolm Delaney,2016-17,7.5,12,VA
Ron Baker,2016-17,7.5,12,KS
Chris Quinn,2010-11,7.5,12,IN
Doron Lamb,2013-14,7.5,12,KY
Brandon Davies,2013-14,7.5,12,UT
Henry Ellenson,2016-17,7.5,12,WI
Steve Blake,2010-11,7.5,12,MD
Drew Gooden,2015-16,7.5,12,KS
Nik Stauskas,2014-15,7.5,12,MI
DeAndre Liggins,2016-17,7.5,12,KY
Okaro White,2016-17,7.5,12,FL
Charles Jenkins,2012-13,7.5,12,NY
Sam Young,2012-13,7.5,12,PA
Jerryd Bayless,2017-18,7.5,12,AZ
Johnny O'Bryant,2015-16,7.4,12,LA
Mitch McGary,2015-16,7.4,12,MI
Quincy Miller,2014-15,7.4,12,TX
Chris Copeland,2014-15,7.4,12,CO
Eric Moreland,2015-16,7.4,12,OR
Shayne Whittington,2015-16,7.4,12,MI
Patrick McCaw,2017-18,7.4,12,NV
Greivis Vasquez,2015-16,7.4,12,MD
Jason Terry,2013-14,7.4,12,AZ
Tyler Ennis,2014-15,7.3,12,NY
Adonis Thomas,2013-14,7.3,12,TN
Alex Len,2013-14,7.3,12,MD
Denzel Valentine,2016-17,7.3,12,MI
Stephen Zimmerman,2016-17,7.3,12,NV
Jared Cunningham,2014-15,7.3,12,OR
Randy Foye,2016-17,7.3,12,PA
Edwin Ubiles,2011-12,7.3,12,NY
Tony Battie,2011-12,7.3,12,TX
Joel Anthony,2010-11,7.3,12,NV
Gordon Hayward,2017-18,7.3,12,IN
Ben Hansbrough,2012-13,7.2,11,IN
Walker Russell,2011-12,7.2,11,MI
Stanley Johnson,2016-17,7.2,11,KY
Shavlik Randolph,2014-15,7.2,11,NC
Kirk Hinrich,2015-16,7.2,11,KS
Dwight Buycks,2013-14,7.2,11,WI
Anthony Brown,2016-17,7.2,11,IL
Jonny Flynn,2010-11,7.1,11,NY
Toney Douglas,2011-12,7.1,11,FL
Malcolm Thomas,2011-12,7.1,11,CA
Branden Dawson,2015-16,7.1,11,MI
Nolan Smith,2012-13,7.1,11,NC
Austin Daye,2011-12,7.1,11,WA
Roger Mason,2010-11,7.1,11,VA
Draymond Green,2012-13,7.1,11,MI
Willie Green,2013-14,7.1,11,MI
Diante Garrett,2013-14,7.1,11,IL
Xavier Henry,2010-11,7.0,11,KS
Lance Stephenson,2011-12,7.0,11,OH
Josh Childress,2012-13,7.0,11,CA
Cole Aldrich,2010-11,7.0,11,KS
Damien Wilkins,2011-12,6.9,11,ID
Wayne Selden,2016-17,6.9,11,KS
Othyus Jeffers,2013-14,6.9,11,IL
Keyon Dooling,2011-12,6.9,11,MI
Ryan Hollins,2011-12,6.9,11,CA
Anthony Bennett,2013-14,6.9,11,NV
Justin Harper,2015-16,6.9,11,VA
Cory Joseph,2011-12,6.9,11,TX
Domantas Sabonis,2016-17,6.9,11,WA
Perry Jones,2014-15,6.9,11,TX
Marcus Georges-Hunt,2017-18,6.9,11,GA
Travis Wear,2017-18,6.9,11,CA
Terrence Williams,2010-11,6.9,11,KY
Ronnie Price,2012-13,6.8,10,UT
Damian Jones,2017-18,6.8,10,TX
Mustafa Shakur,2010-11,6.8,10,AZ
Marcus Banks,2010-11,6.8,10,NV
Kirk Hinrich,2014-15,6.8,10,KS
Cameron Bairstow,2015-16,6.8,10,NM
Terrel Harris,2011-12,6.7,10,OK
Keith Bogans,2012-13,6.7,10,KY
Reggie Bullock,2013-14,6.7,10,CA
Arnett Moultrie,2013-14,6.7,10,MS
Kendall Marshall,2015-16,6.7,10,CA
Lou Amundson,2015-16,6.7,10,NV
Antonio Daniels,2010-11,6.7,10,OH
Kyle Wiltjer,2016-17,6.7,10,WA
Earl Clark,2014-15,6.7,10,KY
Josh Huestis,2015-16,6.7,10,CA
Darius Morris,2014-15,6.7,10,MI
Glen Rice,2013-14,6.6,10,MI
Julyan Stone,2013-14,6.6,10,TX
Daniel Ochefu,2016-17,6.6,10,PA
Jon Brockman,2011-12,6.6,10,WA
Kyle Singler,2015-16,6.6,10,NC
Brandon Rush,2016-17,6.6,10,KS
Dennis Horner,2011-12,6.6,10,NC
Brian Scalabrine,2010-11,6.5,9,CA
Elijah Millsap,2015-16,6.5,9,AL
Wade Baldwin,2016-17,6.5,9,TN
Larry Sanders,2016-17,6.5,9,VA
Mike Miller,2015-16,6.5,9,FL
Richard Jefferson,2017-18,6.4,9,AZ
Iman Shumpert,2017-18,6.4,9,GA
Dahntay Jones,2012-13,6.4,9,TX
Tony Snell,2015-16,6.4,9,NM
Ben Gordon,2013-14,6.4,9,CT
Francisco Elson,2011-12,6.3,9,CA
Mikki Moore,2011-12,6.3,9,NE
Lance Thomas,2017-18,6.3,9,NC
Devin Ebanks,2012-13,6.3,9,WV
Darius Miller,2012-13,6.3,9,KY
Tayshaun Prince,2015-16,6.3,9,KY
Earl Barron,2010-11,6.2,9,TN
Eric Maynor,2013-14,6.2,9,VA
Rasual Butler,2010-11,6.2,9,LA
Samardo Samuels,2012-13,6.2,9,KY
Tyshawn Taylor,2012-13,6.2,9,KS
Joel Przybilla,2010-11,6.2,9,MN
Gerald Wallace,2014-15,6.2,9,AL
Reggie Bullock,2014-15,6.2,9,CA
Doug McDermott,2014-15,6.1,9,NE
James Nunnally,2013-14,6.1,9,CA
Damion James,2011-12,6.1,9,TX
Otto Porter,2013-14,6.0,8,DC
Bobby Simmons,2011-12,6.0,8,IL
Nazr Mohammed,2015-16,6.0,8,KY
James Anderson,2015-16,6.0,8,OK
Joel Przybilla,2011-12,6.0,8,MN
Keith Benson,2011-12,6.0,8,IN
Cole Aldrich,2017-18,6.0,8,KS
Jared Sullinger,2016-17,6.0,8,OH
Lester Hudson,2010-11,6.0,8,TN
Jerry Stackhouse,2010-11,6.0,8,CA
DeAndre Liggins,2017-18,6.0,8,KY
Scott Machado,2012-13,6.0,8,NY
Marquis Teague,2012-13,6.0,8,KY
Quincy Miller,2012-13,5.9,8,TX
Darrun Hilliard,2016-17,5.9,8,PA
Martell Webster,2014-15,5.9,8,MD
Austin Rivers,2012-13,5.9,8,NC
Devyn Marble,2014-15,5.9,8,IA
Malachi Richardson,2017-18,5.9,8,NY
Jeffery Taylor,2013-14,5.9,8,TX
Kyle Singler,2016-17,5.9,8,NC
Mike Scott,2016-17,5.9,8,VA
Ronnie Price,2016-17,5.9,8,UT
Andrew Nicholson,2016-17,5.9,8,NY
Jared Cunningham,2015-16,5.9,8,OR
Kyle Singler,2017-18,5.9,8,NC
Bryn Forbes,2016-17,5.9,8,MI
Larry Owens,2011-12,5.8,8,OK
Brian Cook,2011-12,5.8,8,IL
Arron Afflalo,2017-18,5.8,8,CA
Arinze Onuaku,2016-17,5.8,8,NY
Daequan Cook,2012-13,5.8,8,OR
Solomon Jones,2013-14,5.8,8,FL
Will Cherry,2014-15,5.8,8,MT
Semaj Christon,2016-17,5.7,7,OH
Marquis Teague,2017-18,5.7,7,KY
Paul Pierce,2016-17,5.7,7,KS
Peyton Siva,2013-14,5.7,7,KY
Matt Carroll,2011-12,5.6,7,IN
Chris Duhon,2010-11,5.6,7,NC
Luke Zeller,2012-13,5.6,7,IN
Adreian Payne,2015-16,5.6,7,MI
Joe Harris,2014-15,5.6,7,VA
Eduardo Najera,2010-11,5.5,7,OK
Bobby Brown,2017-18,5.5,7,FL
Luol Deng,2017-18,5.5,7,NC
Ronnie Price,2010-11,5.5,7,UT
Lance Stephenson,2010-11,5.5,7,OH
Erick Dampier,2011-12,5.5,7,MS
Jordan Hill,2016-17,5.5,7,AZ
Cameron Payne,2016-17,5.5,7,KY
Demetrius Jackson,2017-18,5.4,7,IN
Chris Copeland,2015-16,5.4,7,CO
Josh Huestis,2017-18,5.4,7,CA
Jason Collins,2010-11,5.4,7,FL
Tyshawn Taylor,2013-14,5.4,7,KS
Gal Mekel,2013-14,5.4,7,KS
Norris Cole,2016-17,5.4,7,OH
DeJuan Blair,2015-16,5.4,7,PA
Hamady N'Diaye,2010-11,5.3,7,NJ
Ime Udoka,2010-11,5.3,7,OR
Orlando Johnson,2013-14,5.3,7,CA
Chauncey Billups,2013-14,5.3,7,CO
Damian Jones,2016-17,5.3,7,TX
Russ Smith,2014-15,5.2,7,KY
Devyn Marble,2015-16,5.2,7,IA
Darius Morris,2011-12,5.2,7,MI
Luke Walton,2010-11,5.1,6,AZ
John Salmons,2014-15,5.1,6,FL
Lamar Patterson,2015-16,5.1,6,PA
Aaron Harrison,2017-18,5.1,6,KY
Earl Barron,2014-15,5.0,6,TN
Terry Rozier,2015-16,5.0,6,KY
Maalik Wayns,2012-13,5.0,6,PA
Alan Anderson,2016-17,5.0,6,MI
Jamaal Franklin,2014-15,4.9,6,CA
Gary Harris,2014-15,4.9,6,MI
Shawne Williams,2011-12,4.9,6,CA
Xavier Henry,2014-15,4.9,6,KS
Damien Wilkins,2017-18,4.9,6,ID
Anthony Brown,2015-16,4.9,6,IL
Justin Harper,2016-17,4.9,6,VA
Jake Layman,2017-18,4.9,6,MD
Jake Layman,2016-17,4.9,6,MD
Fab Melo,2012-13,4.9,6,NY
Sean Marks,2010-11,4.9,6,CA
Keith Bogans,2011-12,4.8,6,KY
Doron Lamb,2012-13,4.8,6,KY
Rasual Butler,2011-12,4.8,6,LA
Solomon Hill,2017-18,4.8,6,AZ
Grant Hill,2012-13,4.8,6,NC
Nick Johnson,2014-15,4.8,6,AZ
Will Bynum,2014-15,4.8,6,GA
Justin Dentmon,2011-12,4.8,6,WA
Jawad Williams,2010-11,4.8,6,NY
Shannon Brown,2013-14,4.7,6,MI
Earl Barron,2011-12,4.7,6,TN
Jerrelle Benimon,2014-15,4.7,6,MD
Charlie Bell,2010-11,4.7,6,MI
Royal Ivey,2011-12,4.7,6,TX
Jamaal Franklin,2013-14,4.7,6,CA
Garrett Temple,2010-11,4.7,6,LA
John Jenkins,2013-14,4.7,6,TN
Hasheem Thabeet,2010-11,4.7,6,CT
Malcolm Thomas,2013-14,4.6,5,CA
James Young,2017-18,4.6,5,KY
Pat Connaughton,2015-16,4.6,5,IN
Nate Wolters,2014-15,4.6,5,SD
Mike Miller,2014-15,4.6,5,FL
Gary Payton,2016-17,4.5,5,OR
Jason Kapono,2011-12,4.5,5,CA
Larry Drew,2014-15,4.5,5,MI
Shannon Brown,2014-15,4.4,5,MI
Lorenzo Brown,2015-16,4.4,5,NC
Jeremy Pargo,2011-12,4.4,5,WA
Ryan Gomes,2011-12,4.4,5,RI
Stephen Graham,2010-11,4.4,5,OK
Theo Ratliff,2010-11,4.4,5,WY
DaJuan Summers,2010-11,4.4,5,DC
Craig Brackins,2011-12,4.3,5,IA
DaJuan Summers,2012-13,4.3,5,DC
Ronny Turiaf,2014-15,4.3,5,WA
Aaron Harrison,2015-16,4.3,5,KY
Rashad Vaughn,2015-16,4.2,5,NV
Duje Dukan,2015-16,4.2,5,WI
Greivis Vasquez,2016-17,4.1,5,MD
Jason Collins,2013-14,4.1,5,FL
Cory Higgins,2011-12,4.1,5,CO
Brandon Rush,2013-14,4.1,5,KS
Damion James,2013-14,4.1,5,TX
Quincy Pondexter,2017-18,4.0,5,WA
Vander Blue,2014-15,4.0,5,WI
Danny Granger,2012-13,4.0,5,NM
Melvin Ely,2013-14,3.9,4,CA
Josh Childress,2013-14,3.9,4,CA
Marcus Morris,2011-12,3.8,4,IL
Johnny O'Bryant,2014-15,3.8,4,LA
Marquis Teague,2013-14,3.8,4,KY
Arinze Onuaku,2013-14,3.8,4,NY
Drew Gordon,2014-15,3.7,4,NM
Sonny Weems,2015-16,3.7,4,AR
Quinton Ross,2010-11,3.7,4,TX
Jason Collins,2011-12,3.7,4,FL
Chris Babb,2013-14,3.7,4,IA
Sherron Collins,2010-11,3.6,4,KS
Juwan Howard,2011-12,3.6,4,MI
Kay Felder,2017-18,3.6,4,MI
James Young,2015-16,3.6,4,KY
Orlando Johnson,2015-16,3.6,4,CA
Francisco Garcia,2014-15,3.6,4,KY
Byron Mullens,2010-11,3.5,4,OH
Josh Smith,2017-18,3.5,4,CO
Joe Harris,2015-16,3.4,4,VA
Robert Sacre,2012-13,3.4,4,WA
Jamario Moon,2011-12,3.4,4,MS
Luke Walton,2011-12,3.4,4,AZ
Darrun Hilliard,2017-18,3.4,4,PA
Ronnie Brewer,2013-14,3.4,4,AR
Chris Douglas-Roberts,2014-15,3.3,4,TN
Brian Cardinal,2011-12,3.3,4,IN
Josh Selby,2011-12,3.3,4,KS
Malik Allen,2010-11,3.3,4,PA
Joel Przybilla,2012-13,3.3,4,MN
Elliot Williams,2015-16,3.3,4,TN
Lazar Hayward,2011-12,3.1,4,WI
Alonzo Gee,2016-17,3.1,4,AL
Jason Collins,2012-13,3.0,3,FL
Hamady N'Diaye,2013-14,2.9,3,NJ
Matt Carroll,2012-13,2.9,3,IN
Tim Quarterman,2017-18,2.9,3,LA
Larry Drew,2017-18,2.9,3,MI
Jamaal Magloire,2011-12,2.7,3,KY
Nate Robinson,2015-16,2.6,3,WA
Hasheem Thabeet,2013-14,2.6,3,CT
Josh Powell,2013-14,2.5,3,NC
David Wear,2014-15,2.4,3,CA
Jared Jeffries,2012-13,2.4,3,IN
Avery Bradley,2010-11,2.2,3,TX
Cleanthony Early,2015-16,2.2,3,KS
Mychel Thompson,2011-12,2.2,3,MN
Earl Watson,2013-14,2.1,3,CA
Cameron Bairstow,2014-15,2.1,3,NM
Solomon Alabi,2010-11,2.0,3,FL
Jamaal Tinsley,2013-14,1.9,3,IA
Tyler Honeycutt,2012-13,1.9,3,CA
Dahntay Jones,2014-15,1.9,3,TX
Tony Wroten,2015-16,1.8,3,WA
Udonis Haslem,2017-18,1.8,3,FL
Justin Harper,2011-12,1.7,3,VA
Morris Peterson,2010-11,1.7,3,MI
Bryce Cotton,2015-16,1.7,3,RI
Dexter Pittman,2012-13,1.6,2,TX
Cartier Martin,2014-15,1.6,2,KS
Jason Kapono,2010-11,1.6,2,CA
Jarron Collins,2010-11,1.6,2,FL
Chuck Hayes,2015-16,1.6,2,KY
Mike James,2013-14,1.5,2,PA
Grant Jerrett,2014-15,1.5,2,AZ
Chris Quinn,2012-13,1.3,2,IN
Steve Novak,2016-17,1.3,2,WI
Darius Songaila,2010-11,1.2,2,NC
Jarvis Varnado,2012-13,1.2,2,MS
Jerel McNeal,2014-15,1.2,2,WI
Toure' Murry,2014-15,1.1,2,KS
Luke Babbitt,2010-11,1.0,2,NV
Brandon Rush,2014-15,0.8,2,KS
Quentin Richardson,2012-13,0.7,2,IL
Patrick Ewing,2010-11,0.6,2,DC
Kris Joseph,2012-13,0.6,2,NY
Gal Mekel,2014-15,0.5,2,KS
Lance Thomas,2013-14,0.5,2,NC
Vander Blue,2013-14,0.5,2,WI
Ronald Dupree,2010-11,0.5,2,LA
Isaiah Taylor,2016-17,0.3,2,TX
Ryan Gomes,2013-14,0.2,2,RI
Erik Murphy,2013-14,0.2,2,FL
Georges Niang,2016-17,0.1,2,IA
Xavier Silas,2011-12,0.1,2,IL
Josh Selby,2012-13,0.1,2,KS
Craig Brackins,2010-11,0.1,2,IA
Stephen Jackson,2013-14,0.1,2,AL
Brian Skinner,2010-11,0.0,2,TX
Chris Smith,2013-14,0.0,2,PA
Joe Smith,2010-11,-0.1,2,CO
Mike Tobey,2016-17,-0.1,2,VA
Pops Mensah-Bonsu,2010-11,-0.1,2,DC
Kalin Lucas,2014-15,-0.7,1,MI
Jeff Foote,2011-12,-0.9,1,NY
Shane Edwards,2013-14,-1.0,1,AR
Diamond Stone,2016-17,-1.2,1,MD
Andy Rautins,2010-11,-1.2,1,NY
Markel Brown,2017-18,-1.2,1,KY
Vander Blue,2017-18,-1.8,1,WI
Chris Wright,2012-13,-1.9,1,OH
Jarell Eddie,2017-18,-1.9,1,VA
Lamar Patterson,2016-17,-1.9,1,PA
Michael Gbinije,2016-17,-2.1,1,NY
Aaron Harrison,2016-17,-2.2,1,KY
Manny Harris,2016-17,-2.2,1,MI
Patrick Christopher,2014-15,-2.6,1,CA
Luis Montero,2015-16,-2.7,1,PA
Ike Diogu,2011-12,-2.9,1,AZ
Nate Wolters,2017-18,-2.9,1,SD
Derrick Williams,2017-18,-3.2,1,IL
Chinanu Onuaku,2017-18,-3.2,1,KY
Darington Hobson,2011-12,-3.3,1,NM
Elijah Millsap,2016-17,-3.4,1,AL
Kelenna Azubuike,2011-12,-3.4,1,KY
Glen Rice,2014-15,-3.6,1,MI
Terrel Harris,2012-13,-3.8,1,OK
Gary Neal,2016-17,-4.3,1,MD
Dan Gadzuric,2011-12,-4.3,1,CA
Kevin Murphy,2012-13,-4.5,1,TN
Scotty Hopson,2017-18,-4.6,1,TN
Keith Appling,2015-16,-4.8,0,MI
Larry Hughes,2011-12,-4.8,0,MI
Antoine Wright,2010-11,-4.8,0,TX
Xavier Silas,2017-18,-4.9,0,IL
Andre Dawkins,2014-15,-5.0,0,NC
Darius Miller,2014-15,-5.1,0,KY
Bobby Simmons,2010-11,-5.5,0,IL
Solomon Jones,2012-13,-5.7,0,FL
Dexter Pittman,2010-11,-6.4,0,TX
Andrew Goudelock,2012-13,-6.4,0,SC
Scotty Hopson,2013-14,-6.5,0,TN
Darius Johnson-Odom,2012-13,-6.7,0,NY
Blake Ahearn,2011-12,-7.3,0,MO
Julius Randle,2014-15,-7.5,0,KY
Royce White,2013-14,-8.3,0,AL
Mustafa Shakur,2013-14,-8.8,0,AZ
Gani Lawal,2010-11,-9.1,0,GA
Patricio Garino,2016-17,-9.2,0,DC
Seth Curry,2014-15,-11.4,0,NC
Josh McRoberts,2017-18,-12.5,0,NC
Hamady N'Diaye,2011-12,-13.1,0,NJ
Brian Skinner,2011-12,-14.6,0,TX
Will Conroy,2012-13,-15.2,0,WA
Luis Montero,2017-18,-15.5,0,PA
Royal Ivey,2013-14,-16.5,0,TX
Ben Bentil,2016-17,-17.6,0,RI
Hassan Whiteside,2010-11,-17.9,0,WV
Justin Dentmon,2012-13,-19.4,0,WA
Malcolm Lee,2014-15,-19.7,0,CA
Darius Johnson-Odom,2013-14,-23.0,0,NY
